exp,verb,frameNum,uid,gender,cond,pronoun,sent,target
About,hurt,632,632_F_his,f,Mismatch,poss,The report about Rose hurt,his
About,wouldn't alarm,633,633_M_him,m,Match,obj,The documentary about Donald wouldn't alarm,him
About,wouldn't alarm,633,633_F_him,f,Mismatch,obj,The documentary about Kathleen wouldn't alarm,him
About,wouldn't alarm,633,633_M_his,m,Match,poss,The documentary about Donald wouldn't alarm,his
About,wouldn't alarm,633,633_F_his,f,Mismatch,poss,The documentary about Kathleen wouldn't alarm,his
About,confused,634,634_M_him,m,Match,obj,The commentary about Matt confused,him
About,confused,634,634_F_him,f,Mismatch,obj,The commentary about Connie confused,him
About,confused,634,634_M_his,m,Match,poss,The commentary about Matt confused,his
About,confused,634,634_F_his,f,Mismatch,poss,The commentary about Connie confused,his
About,isn't shocking,635,635_M_him,m,Match,obj,The show about this husband isn't shocking,him
About,isn't shocking,635,635_F_him,f,Mismatch,obj,The show about that grandmother isn't shocking,him
About,isn't shocking,635,635_M_his,m,Match,poss,The show about this husband isn't shocking,his
About,isn't shocking,635,635_F_his,f,Mismatch,poss,The show about that grandmother isn't shocking,his
About,isn't aggravating,636,636_M_him,m,Match,obj,The book about Russell isn't aggravating,him
About,isn't aggravating,636,636_F_him,f,Mismatch,obj,The book about Florence isn't aggravating,him
About,isn't aggravating,636,636_M_his,m,Match,poss,The book about Russell isn't aggravating,his
About,isn't aggravating,636,636_F_his,f,Mismatch,poss,The book about Florence isn't aggravating,his
About,alarms,637,637_M_him,m,Match,obj,The pamphlet about that brother alarms,him
About,alarms,637,637_F_him,f,Mismatch,obj,The pamphlet about this dancer alarms,him
About,alarms,637,637_M_his,m,Match,poss,The pamphlet about that brother alarms,his
About,alarms,637,637_F_his,f,Mismatch,poss,The pamphlet about this dancer alarms,his
About,disturbed,638,638_M_him,m,Match,obj,The brochure about Dan disturbed,him
About,disturbed,638,638_F_him,f,Mismatch,obj,The brochure about Amy disturbed,him
About,disturbed,638,638_M_his,m,Match,poss,The brochure about Dan disturbed,his
About,disturbed,638,638_F_his,f,Mismatch,poss,The brochure about Amy disturbed,his
About,scared,639,639_M_him,m,Match,obj,The play about Gregory scared,him
About,scared,639,639_F_him,f,Mismatch,obj,The play about Anne scared,him
About,scared,639,639_M_his,m,Match,poss,The play about Gregory scared,his
About,scared,639,639_F_his,f,Mismatch,poss,The play about Anne scared,his
About,could worry,640,640_M_him,m,Match,obj,The movie about Steven could worry,him
About,could worry,640,640_F_him,f,Mismatch,obj,The movie about Grace could worry,him
About,could worry,640,640_M_his,m,Match,poss,The movie about Steven could worry,his
About,could worry,640,640_F_his,f,Mismatch,poss,The movie about Grace could worry,his
About,hasn't overwhelmed,641,641_M_him,m,Match,obj,The newspaper article about Mark hasn't overwhelmed,him
About,hasn't overwhelmed,641,641_F_him,f,Mismatch,obj,The newspaper article about April hasn't overwhelmed,him
About,hasn't overwhelmed,641,641_M_his,m,Match,poss,The newspaper article about Mark hasn't overwhelmed,his
About,hasn't overwhelmed,641,641_F_his,f,Mismatch,poss,The newspaper article about April hasn't overwhelmed,his
About,is worrying,642,642_M_him,m,Match,obj,The story about Alexander is worrying,him
About,is worrying,642,642_F_him,f,Mismatch,obj,The story about that sister is worrying,him
About,is worrying,642,642_M_his,m,Match,poss,The story about Alexander is worrying,his
About,is worrying,642,642_F_his,f,Mismatch,poss,The story about that sister is worrying,his
About,isn't confusing,643,643_M_him,m,Match,obj,The essay about Martin isn't confusing,him
About,isn't confusing,643,643_F_him,f,Mismatch,obj,The essay about Deanna isn't confusing,him
About,isn't confusing,643,643_M_his,m,Match,poss,The essay about Martin isn't confusing,his
About,isn't confusing,643,643_F_his,f,Mismatch,poss,The essay about Deanna isn't confusing,his
About,bored,644,644_M_him,m,Match,obj,The report about Michael bored,him
About,bored,644,644_F_him,f,Mismatch,obj,The report about Janice bored,him
About,bored,644,644_M_his,m,Match,poss,The report about Michael bored,his
About,bored,644,644_F_his,f,Mismatch,poss,The report about Janice bored,his
About,annoyed,645,645_M_him,m,Match,obj,The documentary about Jerry annoyed,him
About,annoyed,645,645_F_him,f,Mismatch,obj,The documentary about Allison annoyed,him
About,annoyed,645,645_M_his,m,Match,poss,The documentary about Jerry annoyed,his
About,annoyed,645,645_F_his,f,Mismatch,poss,The documentary about Allison annoyed,his
About,shouldn't annoy,646,646_M_him,m,Match,obj,The commentary about Mark shouldn't annoy,him
About,shouldn't annoy,646,646_F_him,f,Mismatch,obj,The commentary about Erin shouldn't annoy,him
About,shouldn't annoy,646,646_M_his,m,Match,poss,The commentary about Mark shouldn't annoy,his
About,shouldn't annoy,646,646_F_his,f,Mismatch,poss,The commentary about Erin shouldn't annoy,his
About,can't worry,647,647_M_him,m,Match,obj,The show about the boy can't worry,him
About,can't worry,647,647_F_him,f,Mismatch,obj,The show about Caroline can't worry,him
About,can't worry,647,647_M_his,m,Match,poss,The show about the boy can't worry,his
About,can't worry,647,647_F_his,f,Mismatch,poss,The show about Caroline can't worry,his
About,aggravated,648,648_M_him,m,Match,obj,The book about Omar aggravated,him
About,aggravated,648,648_F_him,f,Mismatch,obj,The book about Rachel aggravated,him
About,aggravated,648,648_M_his,m,Match,poss,The book about Omar aggravated,his
About,aggravated,648,648_F_his,f,Mismatch,poss,The book about Rachel aggravated,his
About,might bother,649,649_M_him,m,Match,obj,The pamphlet about Gary might bother,him
About,might bother,649,649_F_him,f,Mismatch,obj,The pamphlet about this grandmother might bother,him
About,might bother,649,649_M_his,m,Match,poss,The pamphlet about Gary might bother,his
About,might bother,649,649_F_his,f,Mismatch,poss,The pamphlet about this grandmother might bother,his
About,has disturbed,650,650_M_him,m,Match,obj,The brochure about Paul has disturbed,him
About,has disturbed,650,650_F_him,f,Mismatch,obj,The brochure about Stacy has disturbed,him
About,has disturbed,650,650_M_his,m,Match,poss,The brochure about Paul has disturbed,his
About,has disturbed,650,650_F_his,f,Mismatch,poss,The brochure about Stacy has disturbed,his
About,worried,651,651_M_him,m,Match,obj,The play about Steven worried,him
About,worried,651,651_F_him,f,Mismatch,obj,The play about Teresa worried,him
About,worried,651,651_M_his,m,Match,poss,The play about Steven worried,his
About,worried,651,651_F_his,f,Mismatch,poss,The play about Teresa worried,his
About,hasn't underwhelmed,652,652_M_him,m,Match,obj,The movie about Michael hasn't underwhelmed,him
About,hasn't underwhelmed,652,652_F_him,f,Mismatch,obj,The movie about Christina hasn't underwhelmed,him
About,hasn't underwhelmed,652,652_M_his,m,Match,poss,The movie about Michael hasn't underwhelmed,his
About,hasn't underwhelmed,652,652_F_his,f,Mismatch,poss,The movie about Christina hasn't underwhelmed,his
About,disgusts,653,653_M_him,m,Match,obj,The newspaper article about Keith disgusts,him
About,disgusts,653,653_F_him,f,Mismatch,obj,The newspaper article about Bethany disgusts,him
About,disgusts,653,653_M_his,m,Match,poss,The newspaper article about Keith disgusts,his
About,disgusts,653,653_F_his,f,Mismatch,poss,The newspaper article about Bethany disgusts,his
About,can't impress,654,654_M_him,m,Match,obj,The story about William can't impress,him
About,can't impress,654,654_F_him,f,Mismatch,obj,The story about Tiffany can't impress,him
About,can't impress,654,654_M_his,m,Match,poss,The story about William can't impress,his
About,can't impress,654,654_F_his,f,Mismatch,poss,The story about Tiffany can't impress,his
About,could impress,655,655_M_him,m,Match,obj,The essay about Timothy could impress,him
About,could impress,655,655_F_him,f,Mismatch,obj,The essay about Julie could impress,him
About,could impress,655,655_M_his,m,Match,poss,The essay about Timothy could impress,his
About,could impress,655,655_F_his,f,Mismatch,poss,The essay about Julie could impress,his
About,hasn't disturbed,656,656_M_him,m,Match,obj,The report about Eric hasn't disturbed,him
About,hasn't disturbed,656,656_F_him,f,Mismatch,obj,The report about Tara hasn't disturbed,him
About,hasn't disturbed,656,656_M_his,m,Match,poss,The report about Eric hasn't disturbed,his
About,hasn't disturbed,656,656_F_his,f,Mismatch,poss,The report about Tara hasn't disturbed,his
About,doesn't shock,657,657_M_him,m,Match,obj,The documentary about Jerry doesn't shock,him
About,doesn't shock,657,657_F_him,f,Mismatch,obj,The documentary about Julie doesn't shock,him
About,doesn't shock,657,657_M_his,m,Match,poss,The documentary about Jerry doesn't shock,his
About,doesn't shock,657,657_F_his,f,Mismatch,poss,The documentary about Julie doesn't shock,his
About,astounds,658,658_M_him,m,Match,obj,The commentary about this father astounds,him
About,astounds,658,658_F_him,f,Mismatch,obj,The commentary about Elaine astounds,him
About,astounds,658,658_M_his,m,Match,poss,The commentary about this father astounds,his
About,astounds,658,658_F_his,f,Mismatch,poss,The commentary about Elaine astounds,his
About,disturbs,659,659_M_him,m,Match,obj,The show about Keith disturbs,him
About,disturbs,659,659_F_him,f,Mismatch,obj,The show about Eva disturbs,him
About,disturbs,659,659_M_his,m,Match,poss,The show about Keith disturbs,his
About,disturbs,659,659_F_his,f,Mismatch,poss,The show about Eva disturbs,his
About,can distract,660,660_M_him,m,Match,obj,The book about Brad can distract,him
About,can distract,660,660_F_him,f,Mismatch,obj,The book about Judy can distract,him
About,can distract,660,660_M_his,m,Match,poss,The book about Brad can distract,his
About,can distract,660,660_F_his,f,Mismatch,poss,The book about Judy can distract,his
About,harmed,661,661_M_him,m,Match,obj,The pamphlet about Gerald harmed,him
About,harmed,661,661_F_him,f,Mismatch,obj,The pamphlet about Ellen harmed,him
About,harmed,661,661_M_his,m,Match,poss,The pamphlet about Gerald harmed,his
About,harmed,661,661_F_his,f,Mismatch,poss,The pamphlet about Ellen harmed,his
About,won't astound,662,662_M_him,m,Match,obj,The brochure about this father won't astound,him
About,won't astound,662,662_F_him,f,Mismatch,obj,The brochure about Eva won't astound,him
About,won't astound,662,662_M_his,m,Match,poss,The brochure about this father won't astound,his
About,won't astound,662,662_F_his,f,Mismatch,poss,The brochure about Eva won't astound,his
About,is disturbing,663,663_M_him,m,Match,obj,The play about that boyfriend is disturbing,him
About,is disturbing,663,663_F_him,f,Mismatch,obj,The play about that dancer is disturbing,him
About,is disturbing,663,663_M_his,m,Match,poss,The play about that boyfriend is disturbing,his
About,is disturbing,663,663_F_his,f,Mismatch,poss,The play about that dancer is disturbing,his
About,does stun,664,664_M_him,m,Match,obj,The movie about Martin does stun,him
About,does stun,664,664_F_him,f,Mismatch,obj,The movie about Vanessa does stun,him
About,does stun,664,664_M_his,m,Match,poss,The movie about Martin does stun,his
About,does stun,664,664_F_his,f,Mismatch,poss,The movie about Vanessa does stun,his
About,is distracting,665,665_M_him,m,Match,obj,The newspaper article about Liam is distracting,him
About,is distracting,665,665_F_him,f,Mismatch,obj,The newspaper article about Diana is distracting,him
About,is distracting,665,665_M_his,m,Match,poss,The newspaper article about Liam is distracting,his
About,is distracting,665,665_F_his,f,Mismatch,poss,The newspaper article about Diana is distracting,his
About,hadn't disgusted,666,666_M_him,m,Match,obj,The story about Marcus hadn't disgusted,him
About,hadn't disgusted,666,666_F_him,f,Mismatch,obj,The story about the niece hadn't disgusted,him
About,hadn't disgusted,666,666_M_his,m,Match,poss,The story about Marcus hadn't disgusted,his
About,hadn't disgusted,666,666_F_his,f,Mismatch,poss,The story about the niece hadn't disgusted,his
About,had bored,667,667_M_him,m,Match,obj,The essay about Roger had bored,him
About,had bored,667,667_F_him,f,Mismatch,obj,The essay about Alice had bored,him
About,had bored,667,667_M_his,m,Match,poss,The essay about Roger had bored,his
About,had bored,667,667_F_his,f,Mismatch,poss,The essay about Alice had bored,his
About,annoyed,668,668_M_him,m,Match,obj,The report about Douglas annoyed,him
About,annoyed,668,668_F_him,f,Mismatch,obj,The report about this waitress annoyed,him
About,annoyed,668,668_M_his,m,Match,poss,The report about Douglas annoyed,his
About,annoyed,668,668_F_his,f,Mismatch,poss,The report about this waitress annoyed,his
About,was worrying,669,669_M_him,m,Match,obj,The documentary about Carl was worrying,him
About,was worrying,669,669_F_him,f,Mismatch,obj,The documentary about Nicole was worrying,him
About,was worrying,669,669_M_his,m,Match,poss,The documentary about Carl was worrying,his
About,was worrying,669,669_F_his,f,Mismatch,poss,The documentary about Nicole was worrying,his
About,confuses,670,670_M_him,m,Match,obj,The commentary about Noah confuses,him
About,confuses,670,670_F_him,f,Mismatch,obj,The commentary about Maria confuses,him
About,confuses,670,670_M_his,m,Match,poss,The commentary about Noah confuses,his
About,confuses,670,670_F_his,f,Mismatch,poss,The commentary about Maria confuses,his
About,didn't harm,671,671_M_him,m,Match,obj,The show about Gary didn't harm,him
About,didn't harm,671,671_F_him,f,Mismatch,obj,The show about Samantha didn't harm,him
About,didn't harm,671,671_M_his,m,Match,poss,The show about Gary didn't harm,his
About,didn't harm,671,671_F_his,f,Mismatch,poss,The show about Samantha didn't harm,his
About,wasn't aggravating,672,672_M_him,m,Match,obj,The book about Raymond wasn't aggravating,him
About,wasn't aggravating,672,672_F_him,f,Mismatch,obj,The book about that daughter wasn't aggravating,him
About,wasn't aggravating,672,672_M_his,m,Match,poss,The book about Raymond wasn't aggravating,his
About,wasn't aggravating,672,672_F_his,f,Mismatch,poss,The book about that daughter wasn't aggravating,his
About,stuns,673,673_M_him,m,Match,obj,The pamphlet about Jerry stuns,him
About,stuns,673,673_F_him,f,Mismatch,obj,The pamphlet about Kathleen stuns,him
About,stuns,673,673_M_his,m,Match,poss,The pamphlet about Jerry stuns,his
About,stuns,673,673_F_his,f,Mismatch,poss,The pamphlet about Kathleen stuns,his
About,scared,674,674_M_him,m,Match,obj,The brochure about Liam scared,him
About,scared,674,674_F_him,f,Mismatch,obj,The brochure about Pamela scared,him
About,scared,674,674_M_his,m,Match,poss,The brochure about Liam scared,his
