item,cond,adjunct,contrast,pronoun,og_sent,sent,target
9,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a colleague cornered him next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After a colleague cornered him next to the water cooler,",Jerry
9,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a colleague cornered her next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After a colleague cornered her next to the water cooler,",Alan
9,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After cornering him next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After cornering him next to the water cooler,",Daniel
9,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After cornering her next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After cornering her next to the water cooler,",Gerald
9,CATAMARAN2-REF-Match,Reflexive,Match,himself,"After cornering himself next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After cornering himself next to the water cooler,",Gerald
9,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"After cornering herself next to the water cooler, Robert loudly insulted Annie much to everyone's horror.","After cornering herself next to the water cooler,",Gerald
10,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a nurse weighed him on the scale, Johnathan calmly informed Steven that he should be concerned about the onset of gout.","After a nurse weighed him on the scale,",Alan
10,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a nurse weighed her on the scale, Johnathan calmly informed Michelle that she should be concerned about the onset of gout.","After a nurse weighed her on the scale, the",husband
10,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After weighing him on the scale, Johnathan calmly informed Steven that he should be concerned about the onset of gout.","After weighing him on the scale,",Theodore
10,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After weighing her on the scale, Johnathan calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her on the scale,",Gary
10,CATAMARAN2-REF-Match,Reflexive,Match,himself,"After weighing himself on the scale, Johnathan calmly informed Michelle that she should be concerned about the onset of gout.","After weighing himself on the scale,",Gary
10,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"After weighing herself on the scale, Johnathan calmly informed Michelle that she should be concerned about the onset of gout.","After weighing herself on the scale,",Gary
11,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before anyone spotted him at yoga class, Zachary secretly followed Christian around town.","Before anyone spotted him at yoga class, the",grandfather
11,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before anyone spotted her at yoga class, Zachary secretly followed Kaitlyn around town.","Before anyone spotted her at yoga class,",Alan
11,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before spotting him at yoga class, Zachary secretly followed Christian around town.","Before spotting him at yoga class,",Kenneth
11,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting her at yoga class,",Curtis
11,CATAMARAN2-REF-Match,Reflexive,Match,himself,"Before spotting himself at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting himself at yoga class,",Curtis
11,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"Before spotting herself at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting herself at yoga class,",Curtis
12,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before friends visited him on Sunday afternoons, Benjamin usually called Jason up to confirm that they were still free.","Before friends visited him on Sunday afternoons, the",man
12,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before friends visited her on Sunday afternoons, Benjamin usually called Mary up to confirm that they were still free.","Before friends visited her on Sunday afternoons,",Alan
12,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before visiting him on Sunday afternoons, Benjamin usually called Jason up to confirm that he was still free.","Before visiting him on Sunday afternoons, the",boyfriend
12,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before visiting her on Sunday afternoons, Benjamin usually called Mary up to confirm that she was still free.","Before visiting her on Sunday afternoons,",Alan
12,CATAMARAN2-REF-Match,Reflexive,Match,himself,"Before visiting himself on Sunday afternoons, Benjamin usually called Mary up to confirm that she was still free.","Before visiting himself on Sunday afternoons,",Alan
12,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"Before visiting herself on Sunday afternoons, Benjamin usually called Mary up to confirm that she was still free.","Before visiting herself on Sunday afternoons,",Alan
13,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a professor had her in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After a professor had her in multiple classes,",Stacy
13,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a professor had him in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After a professor had him in multiple classes,",Caroline
13,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After having her in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her in multiple classes,",Tiffany
13,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After having him in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having him in multiple classes, the",waitress
13,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After having herself in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having herself in multiple classes, the",waitress
13,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After having himself in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having himself in multiple classes, the",waitress
14,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a stranger bought her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After a stranger bought her a pumpkin-spice latte,",Carolyn
14,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a stranger bought him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After a stranger bought him a pumpkin-spice latte,",Samantha
14,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After buying her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte,",Christine
14,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After buying him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte,",Andrea
14,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After buying herself a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying herself a pumpkin-spice latte,",Andrea
14,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After buying himself a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying himself a pumpkin-spice latte,",Andrea
15,CATAMARAN2-FIN-Match,No Constraint,Match,her,"While someone writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While someone writing her a reminder note,",April
15,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"While someone writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While someone writing him a reminder note, the",grandmother
15,CATAMARAN2-OBJ-Match,Constraint,Match,her,"While writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her a reminder note,",Emily
15,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"While writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note,",Carolyn
15,CATAMARAN2-REF-Match,Reflexive,Match,herself,"While writing herself a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing herself a reminder note,",Carolyn
15,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"While writing himself a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing himself a reminder note,",Carolyn
16,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a waiter poured her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After a waiter poured her some hot tea, the",actress
16,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a waiter poured him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After a waiter poured him some hot tea, the",lady
16,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After pouring her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea,",Sonia
16,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After pouring him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea,",Paula
16,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After pouring herself some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring herself some hot tea,",Paula
16,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After pouring himself some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring himself some hot tea,",Paula
17,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a volunteer left her a voice message, Stephanie also sent Marissa a text containing the same information.","After a volunteer left her a voice message, the",actress
17,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a volunteer left him a voice message, Stephanie also sent Marcus a text containing the same information.","After a volunteer left him a voice message,",Beth
