exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target
TwoEmbedding,warns,observes,626,626_MFF_him,mff,MatchMismatchMismatch,obj,Benjamin warns Tracy that Kirsten observes,him
TwoEmbedding,warns,observes,626,626_FMM_him,fmm,MismatchMatchMatch,obj,Stacy warns Theodore that Omar observes,him
TwoEmbedding,warns,observes,626,626_FMF_him,fmf,MismatchMatchMismatch,obj,Stacy warns Theodore that Kirsten observes,him
TwoEmbedding,warns,observes,626,626_FFM_him,ffm,MismatchMismatchMatch,obj,Stacy warns Tracy that Omar observes,him
TwoEmbedding,warns,observes,626,626_FFF_him,fff,MismatchMismatchMismatch,obj,Stacy warns Tracy that Kirsten observes,him
TwoEmbedding,warns,observes,626,626_MMM_his,mmm,MatchMatchMatch,poss,Benjamin warns Theodore that Omar observes,his
TwoEmbedding,warns,observes,626,626_MMF_his,mmf,MatchMatchMismatch,poss,Benjamin warns Theodore that Kirsten observes,his
TwoEmbedding,warns,observes,626,626_MFM_his,mfm,MatchMismatchMatch,poss,Benjamin warns Tracy that Omar observes,his
TwoEmbedding,warns,observes,626,626_MFF_his,mff,MatchMismatchMismatch,poss,Benjamin warns Tracy that Kirsten observes,his
TwoEmbedding,warns,observes,626,626_FMM_his,fmm,MismatchMatchMatch,poss,Stacy warns Theodore that Omar observes,his
TwoEmbedding,warns,observes,626,626_FMF_his,fmf,MismatchMatchMismatch,poss,Stacy warns Theodore that Kirsten observes,his
TwoEmbedding,warns,observes,626,626_FFM_his,ffm,MismatchMismatchMatch,poss,Stacy warns Tracy that Omar observes,his
TwoEmbedding,warns,observes,626,626_FFF_his,fff,MismatchMismatchMismatch,poss,Stacy warns Tracy that Kirsten observes,his
TwoEmbedding,advised,is leading,627,627_MMM_him,mmm,MatchMatchMatch,obj,Joseph advised Steve that this husband is leading,him
TwoEmbedding,advised,is leading,627,627_MMF_him,mmf,MatchMatchMismatch,obj,Joseph advised Steve that Pamela is leading,him
TwoEmbedding,advised,is leading,627,627_MFM_him,mfm,MatchMismatchMatch,obj,Joseph advised Tanya that this husband is leading,him
TwoEmbedding,advised,is leading,627,627_MFF_him,mff,MatchMismatchMismatch,obj,Joseph advised Tanya that Pamela is leading,him
TwoEmbedding,advised,is leading,627,627_FMM_him,fmm,MismatchMatchMatch,obj,Tiffany advised Steve that this husband is leading,him
TwoEmbedding,advised,is leading,627,627_FMF_him,fmf,MismatchMatchMismatch,obj,Tiffany advised Steve that Pamela is leading,him
TwoEmbedding,advised,is leading,627,627_FFM_him,ffm,MismatchMismatchMatch,obj,Tiffany advised Tanya that this husband is leading,him
TwoEmbedding,advised,is leading,627,627_FFF_him,fff,MismatchMismatchMismatch,obj,Tiffany advised Tanya that Pamela is leading,him
TwoEmbedding,advised,is leading,627,627_MMM_his,mmm,MatchMatchMatch,poss,Joseph advised Steve that this husband is leading,his
TwoEmbedding,advised,is leading,627,627_MMF_his,mmf,MatchMatchMismatch,poss,Joseph advised Steve that Pamela is leading,his
TwoEmbedding,advised,is leading,627,627_MFM_his,mfm,MatchMismatchMatch,poss,Joseph advised Tanya that this husband is leading,his
TwoEmbedding,advised,is leading,627,627_MFF_his,mff,MatchMismatchMismatch,poss,Joseph advised Tanya that Pamela is leading,his
TwoEmbedding,advised,is leading,627,627_FMM_his,fmm,MismatchMatchMatch,poss,Tiffany advised Steve that this husband is leading,his
TwoEmbedding,advised,is leading,627,627_FMF_his,fmf,MismatchMatchMismatch,poss,Tiffany advised Steve that Pamela is leading,his
TwoEmbedding,advised,is leading,627,627_FFM_his,ffm,MismatchMismatchMatch,poss,Tiffany advised Tanya that this husband is leading,his
TwoEmbedding,advised,is leading,627,627_FFF_his,fff,MismatchMismatchMismatch,poss,Tiffany advised Tanya that Pamela is leading,his
TwoEmbedding,informs,talks to,628,628_MMM_him,mmm,MatchMatchMatch,obj,Guy informs Todd that Jerry talks to,him
TwoEmbedding,informs,talks to,628,628_MMF_him,mmf,MatchMatchMismatch,obj,Guy informs Todd that Carrie talks to,him
TwoEmbedding,informs,talks to,628,628_MFM_him,mfm,MatchMismatchMatch,obj,Guy informs the ex-wife that Jerry talks to,him
TwoEmbedding,informs,talks to,628,628_MFF_him,mff,MatchMismatchMismatch,obj,Guy informs the ex-wife that Carrie talks to,him
TwoEmbedding,informs,talks to,628,628_FMM_him,fmm,MismatchMatchMatch,obj,Julia informs Todd that Jerry talks to,him
TwoEmbedding,informs,talks to,628,628_FMF_him,fmf,MismatchMatchMismatch,obj,Julia informs Todd that Carrie talks to,him
TwoEmbedding,informs,talks to,628,628_FFM_him,ffm,MismatchMismatchMatch,obj,Julia informs the ex-wife that Jerry talks to,him
TwoEmbedding,informs,talks to,628,628_FFF_him,fff,MismatchMismatchMismatch,obj,Julia informs the ex-wife that Carrie talks to,him
TwoEmbedding,informs,talks to,628,628_MMM_his,mmm,MatchMatchMatch,poss,Guy informs Todd that Jerry talks to,his
TwoEmbedding,informs,talks to,628,628_MMF_his,mmf,MatchMatchMismatch,poss,Guy informs Todd that Carrie talks to,his
TwoEmbedding,informs,talks to,628,628_MFM_his,mfm,MatchMismatchMatch,poss,Guy informs the ex-wife that Jerry talks to,his
TwoEmbedding,informs,talks to,628,628_MFF_his,mff,MatchMismatchMismatch,poss,Guy informs the ex-wife that Carrie talks to,his
TwoEmbedding,informs,talks to,628,628_FMM_his,fmm,MismatchMatchMatch,poss,Julia informs Todd that Jerry talks to,his
TwoEmbedding,informs,talks to,628,628_FMF_his,fmf,MismatchMatchMismatch,poss,Julia informs Todd that Carrie talks to,his
TwoEmbedding,informs,talks to,628,628_FFM_his,ffm,MismatchMismatchMatch,poss,Julia informs the ex-wife that Jerry talks to,his
TwoEmbedding,informs,talks to,628,628_FFF_his,fff,MismatchMismatchMismatch,poss,Julia informs the ex-wife that Carrie talks to,his
TwoEmbedding,warned,wasn't fleeing from,629,629_MMM_him,mmm,MatchMatchMatch,obj,Randolf warned Martin that Thomas wasn't fleeing from,him
TwoEmbedding,warned,wasn't fleeing from,629,629_MMF_him,mmf,MatchMatchMismatch,obj,Randolf warned Martin that Jessica wasn't fleeing from,him
TwoEmbedding,warned,wasn't fleeing from,629,629_MFM_him,mfm,MatchMismatchMatch,obj,Randolf warned Rachel that Thomas wasn't fleeing from,him
TwoEmbedding,warned,wasn't fleeing from,629,629_MFF_him,mff,MatchMismatchMismatch,obj,Randolf warned Rachel that Jessica wasn't fleeing from,him
TwoEmbedding,warned,wasn't fleeing from,629,629_FMM_him,fmm,MismatchMatchMatch,obj,Katherine warned Martin that Thomas wasn't fleeing from,him
TwoEmbedding,warned,wasn't fleeing from,629,629_FMF_him,fmf,MismatchMatchMismatch,obj,Katherine warned Martin that Jessica wasn't fleeing from,him
TwoEmbedding,warned,wasn't fleeing from,629,629_FFM_him,ffm,MismatchMismatchMatch,obj,Katherine warned Rachel that Thomas wasn't fleeing from,him
TwoEmbedding,warned,wasn't fleeing from,629,629_FFF_him,fff,MismatchMismatchMismatch,obj,Katherine warned Rachel that Jessica wasn't fleeing from,him
TwoEmbedding,warned,wasn't fleeing from,629,629_MMM_his,mmm,MatchMatchMatch,poss,Randolf warned Martin that Thomas wasn't fleeing from,his
TwoEmbedding,warned,wasn't fleeing from,629,629_MMF_his,mmf,MatchMatchMismatch,poss,Randolf warned Martin that Jessica wasn't fleeing from,his
TwoEmbedding,warned,wasn't fleeing from,629,629_MFM_his,mfm,MatchMismatchMatch,poss,Randolf warned Rachel that Thomas wasn't fleeing from,his
TwoEmbedding,warned,wasn't fleeing from,629,629_MFF_his,mff,MatchMismatchMismatch,poss,Randolf warned Rachel that Jessica wasn't fleeing from,his
TwoEmbedding,warned,wasn't fleeing from,629,629_FMM_his,fmm,MismatchMatchMatch,poss,Katherine warned Martin that Thomas wasn't fleeing from,his
TwoEmbedding,warned,wasn't fleeing from,629,629_FMF_his,fmf,MismatchMatchMismatch,poss,Katherine warned Martin that Jessica wasn't fleeing from,his
TwoEmbedding,warned,wasn't fleeing from,629,629_FFM_his,ffm,MismatchMismatchMatch,poss,Katherine warned Rachel that Thomas wasn't fleeing from,his
TwoEmbedding,warned,wasn't fleeing from,629,629_FFF_his,fff,MismatchMismatchMismatch,poss,Katherine warned Rachel that Jessica wasn't fleeing from,his
TwoEmbedding,showed,returns to,630,630_MMM_him,mmm,MatchMatchMatch,obj,Brad showed Peter that Curtis returns to,him
TwoEmbedding,showed,returns to,630,630_MMF_him,mmf,MatchMatchMismatch,obj,Brad showed Peter that this girlfriend returns to,him
TwoEmbedding,showed,returns to,630,630_MFM_him,mfm,MatchMismatchMatch,obj,Brad showed Rose that Curtis returns to,him
TwoEmbedding,showed,returns to,630,630_MFF_him,mff,MatchMismatchMismatch,obj,Brad showed Rose that this girlfriend returns to,him
TwoEmbedding,showed,returns to,630,630_FMM_him,fmm,MismatchMatchMatch,obj,Sara showed Peter that Curtis returns to,him
TwoEmbedding,showed,returns to,630,630_FMF_him,fmf,MismatchMatchMismatch,obj,Sara showed Peter that this girlfriend returns to,him
TwoEmbedding,showed,returns to,630,630_FFM_him,ffm,MismatchMismatchMatch,obj,Sara showed Rose that Curtis returns to,him
TwoEmbedding,showed,returns to,630,630_FFF_him,fff,MismatchMismatchMismatch,obj,Sara showed Rose that this girlfriend returns to,him
TwoEmbedding,showed,returns to,630,630_MMM_his,mmm,MatchMatchMatch,poss,Brad showed Peter that Curtis returns to,his
TwoEmbedding,showed,returns to,630,630_MMF_his,mmf,MatchMatchMismatch,poss,Brad showed Peter that this girlfriend returns to,his
TwoEmbedding,showed,returns to,630,630_MFM_his,mfm,MatchMismatchMatch,poss,Brad showed Rose that Curtis returns to,his
TwoEmbedding,showed,returns to,630,630_MFF_his,mff,MatchMismatchMismatch,poss,Brad showed Rose that this girlfriend returns to,his
TwoEmbedding,showed,returns to,630,630_FMM_his,fmm,MismatchMatchMatch,poss,Sara showed Peter that Curtis returns to,his
TwoEmbedding,showed,returns to,630,630_FMF_his,fmf,MismatchMatchMismatch,poss,Sara showed Peter that this girlfriend returns to,his
TwoEmbedding,showed,returns to,630,630_FFM_his,ffm,MismatchMismatchMatch,poss,Sara showed Rose that Curtis returns to,his
TwoEmbedding,showed,returns to,630,630_FFF_his,fff,MismatchMismatchMismatch,poss,Sara showed Rose that this girlfriend returns to,his
TwoEmbedding,told,discovered,631,631_MMM_him,mmm,MatchMatchMatch,obj,Paul told Matt that the ex-boyfriend discovered,him
TwoEmbedding,told,discovered,631,631_MMF_him,mmf,MatchMatchMismatch,obj,Paul told Matt that April discovered,him
TwoEmbedding,told,discovered,631,631_MFM_him,mfm,MatchMismatchMatch,obj,Paul told Martha that the ex-boyfriend discovered,him
TwoEmbedding,told,discovered,631,631_MFF_him,mff,MatchMismatchMismatch,obj,Paul told Martha that April discovered,him
TwoEmbedding,told,discovered,631,631_FMM_him,fmm,MismatchMatchMatch,obj,Lori told Matt that the ex-boyfriend discovered,him
TwoEmbedding,told,discovered,631,631_FMF_him,fmf,MismatchMatchMismatch,obj,Lori told Matt that April discovered,him
TwoEmbedding,told,discovered,631,631_FFM_him,ffm,MismatchMismatchMatch,obj,Lori told Martha that the ex-boyfriend discovered,him
TwoEmbedding,told,discovered,631,631_FFF_him,fff,MismatchMismatchMismatch,obj,Lori told Martha that April discovered,him
TwoEmbedding,told,discovered,631,631_MMM_his,mmm,MatchMatchMatch,poss,Paul told Matt that the ex-boyfriend discovered,his
TwoEmbedding,told,discovered,631,631_MMF_his,mmf,MatchMatchMismatch,poss,Paul told Matt that April discovered,his
TwoEmbedding,told,discovered,631,631_MFM_his,mfm,MatchMismatchMatch,poss,Paul told Martha that the ex-boyfriend discovered,his
TwoEmbedding,told,discovered,631,631_MFF_his,mff,MatchMismatchMismatch,poss,Paul told Martha that April discovered,his
TwoEmbedding,told,discovered,631,631_FMM_his,fmm,MismatchMatchMatch,poss,Lori told Matt that the ex-boyfriend discovered,his
TwoEmbedding,told,discovered,631,631_FMF_his,fmf,MismatchMatchMismatch,poss,Lori told Matt that April discovered,his
TwoEmbedding,told,discovered,631,631_FFM_his,ffm,MismatchMismatchMatch,poss,Lori told Martha that the ex-boyfriend discovered,his
TwoEmbedding,told,discovered,631,631_FFF_his,fff,MismatchMismatchMismatch,poss,Lori told Martha that April discovered,his
TwoEmbedding,informed,isn't shooting,632,632_MMM_him,mmm,MatchMatchMatch,obj,Guy informed David that this father isn't shooting,him
TwoEmbedding,informed,isn't shooting,632,632_MMF_him,mmf,MatchMatchMismatch,obj,Guy informed David that Margaret isn't shooting,him
TwoEmbedding,informed,isn't shooting,632,632_MFM_him,mfm,MatchMismatchMatch,obj,Guy informed Tara that this father isn't shooting,him
TwoEmbedding,informed,isn't shooting,632,632_MFF_him,mff,MatchMismatchMismatch,obj,Guy informed Tara that Margaret isn't shooting,him
TwoEmbedding,informed,isn't shooting,632,632_FMM_him,fmm,MismatchMatchMatch,obj,Melanie informed David that this father isn't shooting,him
TwoEmbedding,informed,isn't shooting,632,632_FMF_him,fmf,MismatchMatchMismatch,obj,Melanie informed David that Margaret isn't shooting,him
TwoEmbedding,informed,isn't shooting,632,632_FFM_him,ffm,MismatchMismatchMatch,obj,Melanie informed Tara that this father isn't shooting,him
TwoEmbedding,informed,isn't shooting,632,632_FFF_him,fff,MismatchMismatchMismatch,obj,Melanie informed Tara that Margaret isn't shooting,him
TwoEmbedding,informed,isn't shooting,632,632_MMM_his,mmm,MatchMatchMatch,poss,Guy informed David that this father isn't shooting,his
TwoEmbedding,informed,isn't shooting,632,632_MMF_his,mmf,MatchMatchMismatch,poss,Guy informed David that Margaret isn't shooting,his
TwoEmbedding,informed,isn't shooting,632,632_MFM_his,mfm,MatchMismatchMatch,poss,Guy informed Tara that this father isn't shooting,his
TwoEmbedding,informed,isn't shooting,632,632_MFF_his,mff,MatchMismatchMismatch,poss,Guy informed Tara that Margaret isn't shooting,his
TwoEmbedding,informed,isn't shooting,632,632_FMM_his,fmm,MismatchMatchMatch,poss,Melanie informed David that this father isn't shooting,his
TwoEmbedding,informed,isn't shooting,632,632_FMF_his,fmf,MismatchMatchMismatch,poss,Melanie informed David that Margaret isn't shooting,his
TwoEmbedding,informed,isn't shooting,632,632_FFM_his,ffm,MismatchMismatchMatch,poss,Melanie informed Tara that this father isn't shooting,his
TwoEmbedding,informed,isn't shooting,632,632_FFF_his,fff,MismatchMismatchMismatch,poss,Melanie informed Tara that Margaret isn't shooting,his
TwoEmbedding,informs,hindered,633,633_MMM_him,mmm,MatchMatchMatch,obj,Travis informs Alan that Curtis hindered,him
TwoEmbedding,informs,hindered,633,633_MMF_him,mmf,MatchMatchMismatch,obj,Travis informs Alan that Leslie hindered,him
TwoEmbedding,informs,hindered,633,633_MFM_him,mfm,MatchMismatchMatch,obj,Travis informs Sandra that Curtis hindered,him
TwoEmbedding,informs,hindered,633,633_MFF_him,mff,MatchMismatchMismatch,obj,Travis informs Sandra that Leslie hindered,him
TwoEmbedding,informs,hindered,633,633_FMM_him,fmm,MismatchMatchMatch,obj,Sally informs Alan that Curtis hindered,him
TwoEmbedding,informs,hindered,633,633_FMF_him,fmf,MismatchMatchMismatch,obj,Sally informs Alan that Leslie hindered,him
TwoEmbedding,informs,hindered,633,633_FFM_him,ffm,MismatchMismatchMatch,obj,Sally informs Sandra that Curtis hindered,him
TwoEmbedding,informs,hindered,633,633_FFF_him,fff,MismatchMismatchMismatch,obj,Sally informs Sandra that Leslie hindered,him
TwoEmbedding,informs,hindered,633,633_MMM_his,mmm,MatchMatchMatch,poss,Travis informs Alan that Curtis hindered,his
TwoEmbedding,informs,hindered,633,633_MMF_his,mmf,MatchMatchMismatch,poss,Travis informs Alan that Leslie hindered,his
TwoEmbedding,informs,hindered,633,633_MFM_his,mfm,MatchMismatchMatch,poss,Travis informs Sandra that Curtis hindered,his
TwoEmbedding,informs,hindered,633,633_MFF_his,mff,MatchMismatchMismatch,poss,Travis informs Sandra that Leslie hindered,his
TwoEmbedding,informs,hindered,633,633_FMM_his,fmm,MismatchMatchMatch,poss,Sally informs Alan that Curtis hindered,his
TwoEmbedding,informs,hindered,633,633_FMF_his,fmf,MismatchMatchMismatch,poss,Sally informs Alan that Leslie hindered,his
TwoEmbedding,informs,hindered,633,633_FFM_his,ffm,MismatchMismatchMatch,poss,Sally informs Sandra that Curtis hindered,his
TwoEmbedding,informs,hindered,633,633_FFF_his,fff,MismatchMismatchMismatch,poss,Sally informs Sandra that Leslie hindered,his
TwoEmbedding,warns,researched,634,634_MMM_him,mmm,MatchMatchMatch,obj,Kenneth warns Marcus that the husband researched,him
TwoEmbedding,warns,researched,634,634_MMF_him,mmf,MatchMatchMismatch,obj,Kenneth warns Marcus that Diana researched,him
TwoEmbedding,warns,researched,634,634_MFM_him,mfm,MatchMismatchMatch,obj,Kenneth warns Janet that the husband researched,him
TwoEmbedding,warns,researched,634,634_MFF_him,mff,MatchMismatchMismatch,obj,Kenneth warns Janet that Diana researched,him
TwoEmbedding,warns,researched,634,634_FMM_him,fmm,MismatchMatchMatch,obj,Sally warns Marcus that the husband researched,him
TwoEmbedding,warns,researched,634,634_FMF_him,fmf,MismatchMatchMismatch,obj,Sally warns Marcus that Diana researched,him
TwoEmbedding,warns,researched,634,634_FFM_him,ffm,MismatchMismatchMatch,obj,Sally warns Janet that the husband researched,him
TwoEmbedding,warns,researched,634,634_FFF_him,fff,MismatchMismatchMismatch,obj,Sally warns Janet that Diana researched,him
TwoEmbedding,warns,researched,634,634_MMM_his,mmm,MatchMatchMatch,poss,Kenneth warns Marcus that the husband researched,his
TwoEmbedding,warns,researched,634,634_MMF_his,mmf,MatchMatchMismatch,poss,Kenneth warns Marcus that Diana researched,his
TwoEmbedding,warns,researched,634,634_MFM_his,mfm,MatchMismatchMatch,poss,Kenneth warns Janet that the husband researched,his
TwoEmbedding,warns,researched,634,634_MFF_his,mff,MatchMismatchMismatch,poss,Kenneth warns Janet that Diana researched,his
