exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2_surp
simple,is shocking,574,574_M_his,m,Match,poss,Edward is shocking,his,11.090560913085938
simple,is shocking,574,574_F_him,f,Mismatch,obj,Ruth is shocking,him,10.766605377197266
simple,is shocking,574,574_F_his,f,Mismatch,poss,Ruth is shocking,his,10.501108169555664
simple,revealed,575,575_M_him,m,Match,obj,That grandfather revealed,him,8.055013656616211
simple,revealed,575,575_M_his,m,Match,poss,That grandfather revealed,his,2.8215348720550537
simple,revealed,575,575_F_him,f,Mismatch,obj,Theresa revealed,him,11.264559745788574
simple,revealed,575,575_F_his,f,Mismatch,poss,Theresa revealed,his,7.151295185089111
simple,kissed,576,576_M_him,m,Match,obj,Todd kissed,him,3.3336284160614014
simple,kissed,576,576_M_his,m,Match,poss,Todd kissed,his,3.1364290714263916
simple,kissed,576,576_F_him,f,Mismatch,obj,Jill kissed,him,3.3635458946228027
simple,kissed,576,576_F_his,f,Mismatch,poss,Jill kissed,his,3.699894666671753
simple,should hold,577,577_M_him,m,Match,obj,Kevin should hold,him,6.738069534301758
simple,should hold,577,577_M_his,m,Match,poss,Kevin should hold,his,2.9120969772338867
simple,should hold,577,577_F_him,f,Mismatch,obj,Vanessa should hold,him,7.174342155456543
simple,should hold,577,577_F_his,f,Mismatch,poss,Vanessa should hold,his,4.987614631652832
simple,would teach,578,578_M_him,m,Match,obj,Christopher would teach,him,4.461790084838867
simple,would teach,578,578_M_his,m,Match,poss,Christopher would teach,his,4.8086395263671875
simple,would teach,578,578_F_him,f,Mismatch,obj,The girl would teach,him,3.718388795852661
simple,would teach,578,578_F_his,f,Mismatch,poss,The girl would teach,his,7.95910120010376
simple,isn't helping,579,579_M_him,m,Match,obj,This grandfather isn't helping,him,4.872708797454834
simple,isn't helping,579,579_M_his,m,Match,poss,This grandfather isn't helping,his,4.356771945953369
simple,isn't helping,579,579_F_him,f,Mismatch,obj,Valerie isn't helping,him,5.20352029800415
simple,isn't helping,579,579_F_his,f,Mismatch,poss,Valerie isn't helping,his,4.594960689544678
simple,can investigate,580,580_M_him,m,Match,obj,Steve can investigate,him,9.789130210876465
simple,can investigate,580,580_M_his,m,Match,poss,Steve can investigate,his,6.648974418640137
simple,can investigate,580,580_F_him,f,Mismatch,obj,Danielle can investigate,him,9.086774826049805
simple,can investigate,580,580_F_his,f,Mismatch,poss,Danielle can investigate,his,6.164313316345215
simple,isn't teaching,581,581_M_him,m,Match,obj,The ex-husband isn't teaching,him,3.5970535278320312
simple,isn't teaching,581,581_M_his,m,Match,poss,The ex-husband isn't teaching,his,3.4428470134735107
simple,isn't teaching,581,581_F_him,f,Mismatch,obj,Ann isn't teaching,him,5.568809986114502
simple,isn't teaching,581,581_F_his,f,Mismatch,poss,Ann isn't teaching,his,4.976353168487549
simple,does dislike,582,582_M_him,m,Match,obj,Gregory does dislike,him,5.053265571594238
simple,does dislike,582,582_M_his,m,Match,poss,Gregory does dislike,his,5.373676300048828
simple,does dislike,582,582_F_him,f,Mismatch,obj,Stephanie does dislike,him,4.953056812286377
simple,does dislike,582,582_F_his,f,Mismatch,poss,Stephanie does dislike,his,5.658401012420654
simple,had fled from,583,583_M_him,m,Match,obj,Michael had fled from,him,8.282805442810059
simple,had fled from,583,583_M_his,m,Match,poss,Michael had fled from,his,2.785491704940796
simple,had fled from,583,583_F_him,f,Mismatch,obj,April had fled from,him,8.389312744140625
simple,had fled from,583,583_F_his,f,Mismatch,poss,April had fled from,his,3.428529739379883
simple,hadn't listened to,584,584_M_him,m,Match,obj,This son hadn't listened to,him,4.988672733306885
simple,hadn't listened to,584,584_M_his,m,Match,poss,This son hadn't listened to,his,4.039141654968262
simple,hadn't listened to,584,584_F_him,f,Mismatch,obj,Leslie hadn't listened to,him,3.7094855308532715
simple,hadn't listened to,584,584_F_his,f,Mismatch,poss,Leslie hadn't listened to,his,4.353784561157227
simple,had distracted,585,585_M_him,m,Match,obj,Travis had distracted,him,2.813196897506714
simple,had distracted,585,585_M_his,m,Match,poss,Travis had distracted,his,5.338474273681641
simple,had distracted,585,585_F_him,f,Mismatch,obj,Kirsten had distracted,him,3.123077630996704
simple,had distracted,585,585_F_his,f,Mismatch,poss,Kirsten had distracted,his,5.018431186676025
simple,investigated,586,586_M_him,m,Match,obj,David investigated,him,9.020760536193848
simple,investigated,586,586_M_his,m,Match,poss,David investigated,his,5.710054397583008
simple,investigated,586,586_F_him,f,Mismatch,obj,Rebecca investigated,him,9.824128150939941
simple,investigated,586,586_F_his,f,Mismatch,poss,Rebecca investigated,his,7.186997890472412
simple,hurt,587,587_M_him,m,Match,obj,Gary hurt,him,4.647271633148193
simple,hurt,587,587_M_his,m,Match,poss,Gary hurt,his,2.7523036003112793
simple,hurt,587,587_F_him,f,Mismatch,obj,Margaret hurt,him,5.913077354431152
simple,hurt,587,587_F_his,f,Mismatch,poss,Margaret hurt,his,6.23805570602417
simple,had insulted,588,588_M_him,m,Match,obj,The grandson had insulted,him,3.8216187953948975
simple,had insulted,588,588_M_his,m,Match,poss,The grandson had insulted,his,3.7934303283691406
simple,had insulted,588,588_F_him,f,Mismatch,obj,Maria had insulted,him,3.4438889026641846
simple,had insulted,588,588_F_his,f,Mismatch,poss,Maria had insulted,his,4.745960235595703
simple,was curing,589,589_M_him,m,Match,obj,Jason was curing,him,5.8281426429748535
simple,was curing,589,589_M_his,m,Match,poss,Jason was curing,his,2.9474637508392334
simple,was curing,589,589_F_him,f,Mismatch,obj,Meredith was curing,him,6.987569808959961
simple,was curing,589,589_F_his,f,Mismatch,poss,Meredith was curing,his,5.283956527709961
simple,strikes,590,590_M_him,m,Match,obj,Travis strikes,him,7.166674613952637
simple,strikes,590,590_M_his,m,Match,poss,Travis strikes,his,7.154930114746094
simple,strikes,590,590_F_him,f,Mismatch,obj,Ella strikes,him,6.36973237991333
simple,strikes,590,590_F_his,f,Mismatch,poss,Ella strikes,his,5.622771739959717
simple,had fought,591,591_M_him,m,Match,obj,That nephew had fought,him,7.5835065841674805
simple,had fought,591,591_M_his,m,Match,poss,That nephew had fought,his,5.7694830894470215
simple,had fought,591,591_F_him,f,Mismatch,obj,Patricia had fought,him,7.30448579788208
simple,had fought,591,591_F_his,f,Mismatch,poss,Patricia had fought,his,7.273622035980225
simple,cares for,592,592_M_him,m,Match,obj,Marcus cares for,him,4.544273853302002
simple,cares for,592,592_M_his,m,Match,poss,Marcus cares for,his,2.693157196044922
simple,cares for,592,592_F_him,f,Mismatch,obj,Elizabeth cares for,him,5.894827842712402
simple,cares for,592,592_F_his,f,Mismatch,poss,Elizabeth cares for,his,6.89505672454834
simple,has helped,593,593_M_him,m,Match,obj,Brad has helped,him,5.914880752563477
simple,has helped,593,593_M_his,m,Match,poss,Brad has helped,his,6.212264537811279
simple,has helped,593,593_F_him,f,Mismatch,obj,Tiffany has helped,him,5.714354038238525
simple,has helped,593,593_F_his,f,Mismatch,poss,Tiffany has helped,his,6.840358257293701
simple,disgusted,594,594_M_him,m,Match,obj,Phillip disgusted,him,4.481077671051025
simple,disgusted,594,594_M_his,m,Match,poss,Phillip disgusted,his,4.994856834411621
simple,disgusted,594,594_F_him,f,Mismatch,obj,Carrie disgusted,him,6.22200345993042
simple,disgusted,594,594_F_his,f,Mismatch,poss,Carrie disgusted,his,6.617701053619385
simple,bites,595,595_M_him,m,Match,obj,Rodney bites,him,6.266973495483398
simple,bites,595,595_M_his,m,Match,poss,Rodney bites,his,5.02664041519165
simple,bites,595,595_F_him,f,Mismatch,obj,Ann bites,him,6.179370880126953
simple,bites,595,595_F_his,f,Mismatch,poss,Ann bites,his,4.977375030517578
simple,shouldn't listen to,596,596_M_him,m,Match,obj,Bruce shouldn't listen to,him,5.2105302810668945
simple,shouldn't listen to,596,596_M_his,m,Match,poss,Bruce shouldn't listen to,his,5.817923069000244
simple,shouldn't listen to,596,596_F_him,f,Mismatch,obj,Sarah shouldn't listen to,him,4.1716814041137695
simple,shouldn't listen to,596,596_F_his,f,Mismatch,poss,Sarah shouldn't listen to,his,5.793656349182129
simple,can talk about,597,597_M_him,m,Match,obj,Jeffrey can talk about,him,7.715372562408447
simple,can talk about,597,597_M_his,m,Match,poss,Jeffrey can talk about,his,3.3621699810028076
simple,can talk about,597,597_F_him,f,Mismatch,obj,Sally can talk about,him,7.655717372894287
simple,can talk about,597,597_F_his,f,Mismatch,poss,Sally can talk about,his,5.816763401031494
simple,would strike,598,598_M_him,m,Match,obj,Brett would strike,him,5.975281238555908
simple,would strike,598,598_M_his,m,Match,poss,Brett would strike,his,5.868866443634033
simple,would strike,598,598_F_him,f,Mismatch,obj,Linda would strike,him,4.89618444442749
simple,would strike,598,598_F_his,f,Mismatch,poss,Linda would strike,his,8.049118995666504
simple,distracts,599,599_M_him,m,Match,obj,Paul distracts,him,3.916498899459839
simple,distracts,599,599_M_his,m,Match,poss,Paul distracts,his,5.130988597869873
simple,distracts,599,599_F_him,f,Mismatch,obj,Vanessa distracts,him,4.15280294418335
simple,distracts,599,599_F_his,f,Mismatch,poss,Vanessa distracts,his,7.096606731414795
simple,questioned,600,600_M_him,m,Match,obj,Curtis questioned,him,5.661837577819824
simple,questioned,600,600_M_his,m,Match,poss,Curtis questioned,his,4.429715156555176
simple,questioned,600,600_F_him,f,Mismatch,obj,Ann questioned,him,6.644551753997803
simple,questioned,600,600_F_his,f,Mismatch,poss,Ann questioned,his,4.693283557891846
simple,hasn't astounded,601,601_M_him,m,Match,obj,Charles hasn't astounded,him,6.251468658447266
simple,hasn't astounded,601,601_M_his,m,Match,poss,Charles hasn't astounded,his,6.141014575958252
simple,hasn't astounded,601,601_F_him,f,Mismatch,obj,Jane hasn't astounded,him,6.380801677703857
simple,hasn't astounded,601,601_F_his,f,Mismatch,poss,Jane hasn't astounded,his,5.505049705505371
simple,had criticized,602,602_M_him,m,Match,obj,Mitchell had criticized,him,5.487122058868408
simple,had criticized,602,602_M_his,m,Match,poss,Mitchell had criticized,his,5.165467739105225
simple,had criticized,602,602_F_him,f,Mismatch,obj,Anne had criticized,him,4.72426176071167
simple,had criticized,602,602_F_his,f,Mismatch,poss,Anne had criticized,his,4.86162805557251
simple,is confusing,603,603_M_him,m,Match,obj,Matt is confusing,him,7.03790283203125
simple,is confusing,603,603_M_his,m,Match,poss,Matt is confusing,his,7.4023518562316895
simple,is confusing,603,603_F_him,f,Mismatch,obj,Florence is confusing,him,7.400568962097168
simple,is confusing,603,603_F_his,f,Mismatch,poss,Florence is confusing,his,8.321691513061523
simple,had fired,604,604_M_him,m,Match,obj,Bradley had fired,him,3.878602981567383
simple,had fired,604,604_M_his,m,Match,poss,Bradley had fired,his,4.23457670211792
simple,had fired,604,604_F_him,f,Mismatch,obj,Diana had fired,him,4.326747894287109
simple,had fired,604,604_F_his,f,Mismatch,poss,Diana had fired,his,5.58552885055542
simple,does complain about,605,605_M_him,m,Match,obj,Curtis does complain about,him,7.578043460845947
simple,does complain about,605,605_M_his,m,Match,poss,Curtis does complain about,his,4.100218772888184
simple,does complain about,605,605_F_him,f,Mismatch,obj,Cynthia does complain about,him,7.24592399597168
simple,does complain about,605,605_F_his,f,Mismatch,poss,Cynthia does complain about,his,4.967916011810303
simple,found,606,606_M_him,m,Match,obj,That grandfather found,him,5.245528697967529
simple,found,606,606_M_his,m,Match,poss,That grandfather found,his,3.4238996505737305
simple,found,606,606_F_him,f,Mismatch,obj,Vanessa found,him,5.843358993530273
simple,found,606,606_F_his,f,Mismatch,poss,Vanessa found,his,5.932921886444092
simple,hadn't led,607,607_M_him,m,Match,obj,Carl hadn't led,him,5.791466236114502
simple,hadn't led,607,607_M_his,m,Match,poss,Carl hadn't led,his,4.100642681121826
simple,hadn't led,607,607_F_him,f,Mismatch,obj,Ella hadn't led,him,4.762631416320801
simple,hadn't led,607,607_F_his,f,Mismatch,poss,Ella hadn't led,his,5.19642448425293
simple,helps,608,608_M_him,m,Match,obj,Peter helps,him,5.821523189544678
simple,helps,608,608_M_his,m,Match,poss,Peter helps,his,6.954132080078125
simple,helps,608,608_F_him,f,Mismatch,obj,Carol helps,him,6.760505199432373
simple,helps,608,608_F_his,f,Mismatch,poss,Carol helps,his,9.482937812805176
simple,was forgiving,609,609_M_him,m,Match,obj,William was forgiving,him,6.515239238739014
simple,was forgiving,609,609_M_his,m,Match,poss,William was forgiving,his,6.412578105926514
simple,was forgiving,609,609_F_him,f,Mismatch,obj,Jodi was forgiving,him,6.310341835021973
simple,was forgiving,609,609_F_his,f,Mismatch,poss,Jodi was forgiving,his,7.237529277801514
simple,leaves,610,610_M_him,m,Match,obj,Steve leaves,him,7.419668674468994
simple,leaves,610,610_M_his,m,Match,poss,Steve leaves,his,6.470775604248047
simple,leaves,610,610_F_him,f,Mismatch,obj,Suzanne leaves,him,6.627838611602783
simple,leaves,610,610_F_his,f,Mismatch,poss,Suzanne leaves,his,4.749964714050293
simple,astounded,611,611_M_him,m,Match,obj,Joseph astounded,him,5.019188404083252
simple,astounded,611,611_M_his,m,Match,poss,Joseph astounded,his,5.140836238861084
simple,astounded,611,611_F_him,f,Mismatch,obj,Lisa astounded,him,5.561573028564453
simple,astounded,611,611_F_his,f,Mismatch,poss,Lisa astounded,his,7.280265808105469
simple,is boasting about,612,612_M_him,m,Match,obj,Omar is boasting about,him,8.05758285522461
simple,is boasting about,612,612_M_his,m,Match,poss,Omar is boasting about,his,2.039895534515381
simple,is boasting about,612,612_F_him,f,Mismatch,obj,That wife is boasting about,him,6.947751045227051
simple,is boasting about,612,612_F_his,f,Mismatch,poss,That wife is boasting about,his,6.2300028800964355
simple,isn't complaining about,613,613_M_him,m,Match,obj,Carlos isn't complaining about,him,7.7250518798828125
simple,isn't complaining about,613,613_M_his,m,Match,poss,Carlos isn't complaining about,his,4.588649272918701
simple,isn't complaining about,613,613_F_him,f,Mismatch,obj,Marie isn't complaining about,him,7.529460430145264
simple,isn't complaining about,613,613_F_his,f,Mismatch,poss,Marie isn't complaining about,his,4.912539482116699
simple,distracts,614,614_M_him,m,Match,obj,Samuel distracts,him,3.8754467964172363
simple,distracts,614,614_M_his,m,Match,poss,Samuel distracts,his,4.9952545166015625
simple,distracts,614,614_F_him,f,Mismatch,obj,Jessica distracts,him,4.708446502685547
simple,distracts,614,614_F_his,f,Mismatch,poss,Jessica distracts,his,6.927346706390381
simple,would dislike,615,615_M_him,m,Match,obj,Frank would dislike,him,6.159451007843018
simple,would dislike,615,615_M_his,m,Match,poss,Frank would dislike,his,6.768704414367676
simple,would dislike,615,615_F_him,f,Mismatch,obj,Kimberley would dislike,him,5.360143184661865
simple,would dislike,615,615_F_his,f,Mismatch,poss,Kimberley would dislike,his,6.500622272491455
simple,astounded,616,616_M_him,m,Match,obj,Omar astounded,him,4.8484601974487305
simple,astounded,616,616_M_his,m,Match,poss,Omar astounded,his,5.0693359375
simple,astounded,616,616_F_him,f,Mismatch,obj,Natalie astounded,him,7.150680065155029
simple,astounded,616,616_F_his,f,Mismatch,poss,Natalie astounded,his,9.08499813079834
simple,can't reference,617,617_M_him,m,Match,obj,Timothy can't reference,him,5.763238430023193
simple,can't reference,617,617_M_his,m,Match,poss,Timothy can't reference,his,4.171411514282227
simple,can't reference,617,617_F_him,f,Mismatch,obj,Colleen can't reference,him,7.431273937225342
simple,can't reference,617,617_F_his,f,Mismatch,poss,Colleen can't reference,his,7.005736351013184
simple,confused,618,618_M_him,m,Match,obj,The husband confused,him,8.463407516479492
simple,confused,618,618_M_his,m,Match,poss,The husband confused,his,4.596765041351318
simple,confused,618,618_F_him,f,Mismatch,obj,That sister confused,him,4.499673366546631
simple,confused,618,618_F_his,f,Mismatch,poss,That sister confused,his,6.248095989227295
simple,can't teach,619,619_M_him,m,Match,obj,Paul can't teach,him,4.857814788818359
simple,can't teach,619,619_M_his,m,Match,poss,Paul can't teach,his,5.068310260772705
simple,can't teach,619,619_F_him,f,Mismatch,obj,Sheila can't teach,him,5.982625484466553
simple,can't teach,619,619_F_his,f,Mismatch,poss,Sheila can't teach,his,8.137091636657715
simple,shouldn't write,620,620_M_him,m,Match,obj,Gary shouldn't write,him,6.245765686035156
simple,shouldn't write,620,620_M_his,m,Match,poss,Gary shouldn't write,his,4.978508949279785
simple,shouldn't write,620,620_F_him,f,Mismatch,obj,Helen shouldn't write,him,7.4264116287231445
