item,exp,pronoun,cond,contrast,sent,target,model,surp
8,1,she,m,Mismatch,"When she was jealous,",Douglas,gpt2-medium,16.412206649780273
8,1,she,f,Match,"When she was jealous,",Leslie,gpt2-medium,15.435873031616213
8,1,he,f,Mismatch,"When he was jealous,",Nicole,gpt2-medium,15.758295059204102
9,1,he,m,Match,"When he was in residence,",William,gpt2-medium,10.642950057983398
9,1,she,m,Mismatch,"When she was in residence,",Douglas,gpt2-medium,13.78318214416504
9,1,she,f,Match,"When she was in residence,",Tiffany,gpt2-medium,13.104893684387209
9,1,he,f,Mismatch,"When he was in residence,",Sharon,gpt2-medium,15.165395736694336
10,1,he,m,Match,"When he was introduced,",Steven,gpt2-medium,12.25500202178955
10,1,she,m,Mismatch,"When she was introduced,",Alexander,gpt2-medium,12.945451736450195
10,1,she,f,Match,"When she was introduced, the",granddaughter,gpt2-medium,14.609960556030272
10,1,he,f,Mismatch,"When he was introduced,",Sharon,gpt2-medium,14.907981872558594
11,1,he,m,Match,"When he arrived,",Thomas,gpt2-medium,11.976187705993652
11,1,she,m,Mismatch,"When she arrived,",Dennis,gpt2-medium,14.649819374084473
11,1,she,f,Match,"When she arrived,",Julie,gpt2-medium,12.777724266052246
11,1,he,f,Mismatch,"When he arrived,",Connie,gpt2-medium,16.825910568237305
12,1,he,m,Match,"When he felt sad,",Brett,gpt2-medium,17.719310760498047
12,1,she,m,Mismatch,"When she felt sad,",Kevin,gpt2-medium,14.188654899597168
12,1,she,f,Match,"When she felt sad,",Nicole,gpt2-medium,15.06666374206543
12,1,he,f,Mismatch,"When he felt sad,",Amanda,gpt2-medium,16.4332218170166
13,1,he,m,Match,"When he was present,",Eric,gpt2-medium,13.478276252746582
13,1,she,m,Mismatch,"When she was present,",Theodore,gpt2-medium,16.20795249938965
13,1,she,f,Match,"When she was present,",Nicole,gpt2-medium,13.740175247192385
13,1,he,f,Mismatch,"When he was present,",Naomi,gpt2-medium,16.647512435913086
14,1,he,m,Match,"When he was depressed, the",son,gpt2-medium,9.103978157043455
14,1,she,m,Mismatch,"When she was depressed,",Keith,gpt2-medium,14.401396751403809
14,1,she,f,Match,"When she was depressed,",Ellen,gpt2-medium,14.575833320617676
14,1,he,f,Mismatch,"When he was depressed,",Wendy,gpt2-medium,15.880699157714844
15,1,he,m,Match,"When he was around,",Kevin,gpt2-medium,12.660588264465332
15,1,she,m,Mismatch,"When she was around,",Keith,gpt2-medium,14.55020809173584
15,1,she,f,Match,"When she was around,",Sally,gpt2-medium,14.127741813659668
15,1,he,f,Mismatch,"When he was around,",Naomi,gpt2-medium,17.475419998168945
16,1,he,m,Match,"When he was near,",Benjamin,gpt2-medium,13.951009750366213
16,1,she,m,Mismatch,"When she was near,",Donald,gpt2-medium,13.13754653930664
16,1,she,f,Match,"When she was near,",Mary,gpt2-medium,11.581546783447266
16,1,he,f,Mismatch,"When he was near,",Susan,gpt2-medium,13.97850513458252
17,1,he,m,Match,"When he was in court,",William,gpt2-medium,11.59488582611084
17,1,she,m,Mismatch,"When she was in court,",Eric,gpt2-medium,12.943400382995604
17,1,she,f,Match,"When she was in court,",Anna,gpt2-medium,12.672465324401855
17,1,he,f,Mismatch,"When he was in court,",Nicole,gpt2-medium,14.987462043762209
18,1,he,m,Match,"When he was poorly,",Mitchell,gpt2-medium,14.95889377593994
18,1,she,m,Mismatch,"When she was poorly,",Jeffrey,gpt2-medium,15.829008102416992
18,1,she,f,Match,"When she was poorly,",Julie,gpt2-medium,15.422380447387695
18,1,he,f,Mismatch,"When he was poorly,",Julia,gpt2-medium,16.089258193969727
19,1,he,m,Match,"When he arrived,",Travis,gpt2-medium,15.35786247253418
19,1,she,m,Mismatch,"When she arrived,",Ronald,gpt2-medium,14.575870513916016
19,1,she,f,Match,"When she arrived, the",sister,gpt2-medium,11.93224048614502
19,1,he,f,Mismatch,"When he arrived,",Vanessa,gpt2-medium,16.683311462402344
20,1,he,m,Match,"When he was appointed,",Eric,gpt2-medium,12.290193557739258
20,1,she,m,Mismatch,"When she was appointed,",Benjamin,gpt2-medium,14.033476829528809
20,1,she,f,Match,"When she was appointed,",Sharon,gpt2-medium,12.82275390625
20,1,he,f,Mismatch,"When he was appointed,",Grace,gpt2-medium,16.385351181030273
21,1,he,m,Match,"When he was fired, the",nephew,gpt2-medium,16.626853942871094
21,1,she,m,Mismatch,"When she was fired,",Edward,gpt2-medium,13.385024070739746
21,1,she,f,Match,"When she was fired, the",lady,gpt2-medium,12.352705001831056
21,1,he,f,Mismatch,"When he was fired,",Danielle,gpt2-medium,15.631552696228027
22,1,he,m,Match,"When he was close,",Frank,gpt2-medium,12.944106101989746
22,1,she,m,Mismatch,"When she was close,",Ronald,gpt2-medium,15.137555122375488
22,1,she,f,Match,"When she was close,",Tiffany,gpt2-medium,13.607433319091797
22,1,he,f,Mismatch,"When he was close, the",waitress,gpt2-medium,13.710027694702148
23,1,he,m,Match,"When he was retired,",Samuel,gpt2-medium,13.89029598236084
23,1,she,m,Mismatch,"When she was retired,",Steven,gpt2-medium,13.25550937652588
23,1,she,f,Match,"When she was retired, the",sister,gpt2-medium,11.449296951293944
23,1,he,f,Mismatch,"When he was retired,",Victoria,gpt2-medium,15.377490997314451
24,1,he,m,Match,"When he was abroad,",Derek,gpt2-medium,16.7263240814209
24,1,she,m,Mismatch,"When she was abroad,",Carlos,gpt2-medium,15.493071556091309
24,1,she,f,Match,"When she was abroad,",Elizabeth,gpt2-medium,11.048413276672363
24,1,he,f,Mismatch,"When he was abroad,",Meredith,gpt2-medium,17.7747745513916
25,1,he,m,Match,"When he was discovered,",Jason,gpt2-medium,12.940911293029783
25,1,she,m,Mismatch,"When she was discovered,",Eric,gpt2-medium,12.79635238647461
25,1,she,f,Match,"When she was discovered, the",waitress,gpt2-medium,12.28350830078125
25,1,he,f,Mismatch,"When he was discovered,",Beth,gpt2-medium,15.640230178833008
26,1,he,m,Match,"When he was busy,",Carlos,gpt2-medium,14.121694564819336
26,1,she,m,Mismatch,"When she was busy,",Todd,gpt2-medium,14.517987251281738
26,1,she,f,Match,"When she was busy,",Grace,gpt2-medium,13.375879287719728
26,1,he,f,Mismatch,"When he was busy,",Susan,gpt2-medium,14.259346961975098
27,1,he,m,Match,"When he was twenty-one,",Walter,gpt2-medium,12.686443328857422
27,1,she,m,Mismatch,"When she was twenty-one,",Phillip,gpt2-medium,15.420472145080566
27,1,she,f,Match,"When she was twenty-one,",Ellen,gpt2-medium,12.97206687927246
27,1,he,f,Mismatch,"When he was twenty-one, the",girlfriend,gpt2-medium,12.4752197265625
28,1,he,m,Match,"When he was annoyed,",Travis,gpt2-medium,15.805208206176758
28,1,she,m,Mismatch,"When she was annoyed,",Bradley,gpt2-medium,15.55922794342041
28,1,she,f,Match,"When she was annoyed,",Beth,gpt2-medium,14.24332046508789
28,1,he,f,Mismatch,"When he was annoyed,",Maria,gpt2-medium,14.833784103393556
29,1,he,m,Match,"When he was in church,",Roger,gpt2-medium,14.56443214416504
29,1,she,m,Mismatch,"When she was in church,",Martin,gpt2-medium,11.80514907836914
29,1,she,f,Match,"When she was in church,",Alice,gpt2-medium,14.287103652954102
29,1,he,f,Mismatch,"When he was in church,",Naomi,gpt2-medium,16.68391990661621
30,1,he,m,Match,"When he was banished,",Rodney,gpt2-medium,17.850557327270508
30,1,she,m,Mismatch,"When she was banished,",Steven,gpt2-medium,14.092486381530762
30,1,she,f,Match,"When she was banished,",Anne,gpt2-medium,13.334739685058594
30,1,he,f,Mismatch,"When he was banished, the",lady,gpt2-medium,12.380334854125977
31,1,he,m,Match,"When he was angry,",Bruce,gpt2-medium,13.963885307312012
31,1,she,m,Mismatch,"When she was angry,",Carlos,gpt2-medium,15.78847885131836
31,1,she,f,Match,"When she was angry,",Sarah,gpt2-medium,13.00889778137207
31,1,he,f,Mismatch,"When he was angry,",Laura,gpt2-medium,16.610149383544922
32,1,he,m,Match,"When he was distraught,",Charles,gpt2-medium,11.584994316101074
32,1,she,m,Mismatch,"When she was distraught,",Christopher,gpt2-medium,14.083389282226562
32,1,she,f,Match,"When she was distraught,",Alice,gpt2-medium,13.370429039001465
32,1,he,f,Mismatch,"When he was distraught, the",sister,gpt2-medium,12.052383422851562
1,1,he,m,Match,"When he was off work,",Charles,gpt2-medium,12.821585655212402
1,1,she,m,Mismatch,"When she was off work, the",grandson,gpt2-medium,14.793091773986816
1,1,she,f,Match,"When she was off work,",Danielle,gpt2-medium,12.71936321258545
1,1,he,f,Mismatch,"When he was off work,",Laurie,gpt2-medium,16.136167526245117
2,1,he,m,Match,"When he arrived, the",boy,gpt2-medium,8.119010925292969
2,1,she,m,Mismatch,"When she arrived,",Chad,gpt2-medium,14.79017162322998
2,1,she,f,Match,"When she arrived,",Veronica,gpt2-medium,14.07284164428711
2,1,he,f,Mismatch,"When he arrived,",Ellen,gpt2-medium,16.35988998413086
3,1,he,m,Match,"When he was fed up,",Eric,gpt2-medium,12.673340797424316
3,1,she,m,Mismatch,"When she was fed up,",Edward,gpt2-medium,13.868738174438477
3,1,she,f,Match,"When she was fed up,",Florence,gpt2-medium,16.196773529052734
3,1,he,f,Mismatch,"When he was fed up,",Anna,gpt2-medium,14.628296852111816
4,1,he,m,Match,"When he was talking,",Christopher,gpt2-medium,15.309246063232422
4,1,she,m,Mismatch,"When she was talking,",Travis,gpt2-medium,16.887550354003906
4,1,she,f,Match,"When she was talking,",Suzanne,gpt2-medium,16.957334518432617
4,1,he,f,Mismatch,"When he was talking,",Stephanie,gpt2-medium,15.775574684143066
5,1,he,m,Match,"When he was nearby,",Phillip,gpt2-medium,15.088051795959473
5,1,she,m,Mismatch,"When she was nearby,",Omar,gpt2-medium,16.02545928955078
5,1,she,f,Match,"When she was nearby,",Patricia,gpt2-medium,14.250520706176758
5,1,he,f,Mismatch,"When he was nearby, the",granddaughter,gpt2-medium,16.463741302490234
6,1,he,m,Match,"When he was lost,",Brett,gpt2-medium,16.65656280517578
6,1,she,m,Mismatch,"When she was lost,",Paul,gpt2-medium,11.75292682647705
6,1,she,f,Match,"When she was lost,",Cindy,gpt2-medium,14.262662887573242
6,1,he,f,Mismatch,"When he was lost, the",waitress,gpt2-medium,14.68181610107422
7,1,he,m,Match,"When he was bad-tempered,",Phillip,gpt2-medium,17.140127182006836
7,1,she,m,Mismatch,"When she was bad-tempered, the",man,gpt2-medium,7.216487407684326
7,1,she,f,Match,"When she was bad-tempered, the",granddaughter,gpt2-medium,14.22972583770752
7,1,he,f,Mismatch,"When he was bad-tempered,",Wendy,gpt2-medium,17.075241088867188
8,1,he,m,Match,"When he was jealous,",Edward,gpt2-medium,12.80029296875
8,1,she,m,Mismatch,"When she was jealous,",Jerry,gpt2-medium,14.414653778076172
8,1,she,f,Match,"When she was jealous,",Veronica,gpt2-medium,15.399187088012695
8,1,he,f,Mismatch,"When he was jealous, the",sister,gpt2-medium,10.677964210510254
9,1,he,m,Match,"When he was in residence,",George,gpt2-medium,9.931795120239258
9,1,she,m,Mismatch,"When she was in residence,",Patrick,gpt2-medium,12.971622467041016
9,1,she,f,Match,"When she was in residence,",Jill,gpt2-medium,13.618288040161133
9,1,he,f,Mismatch,"When he was in residence,",Meredith,gpt2-medium,15.896164894104004
10,1,he,m,Match,"When he was introduced,",William,gpt2-medium,11.562019348144531
10,1,she,m,Mismatch,"When she was introduced,",Douglas,gpt2-medium,14.461265563964844
10,1,she,f,Match,"When she was introduced,",Tara,gpt2-medium,14.506118774414062
10,1,he,f,Mismatch,"When he was introduced,",Jill,gpt2-medium,15.32163143157959
11,1,he,m,Match,"When he arrived,",Keith,gpt2-medium,13.909712791442873
11,1,she,m,Mismatch,"When she arrived,",Omar,gpt2-medium,14.150304794311523
11,1,she,f,Match,"When she arrived, the",grandmother,gpt2-medium,12.571139335632324
11,1,he,f,Mismatch,"When he arrived,",Anne,gpt2-medium,15.212101936340332
12,1,he,m,Match,"When he felt sad,",Andrew,gpt2-medium,13.867130279541016
12,1,she,m,Mismatch,"When she felt sad,",Adam,gpt2-medium,13.50391674041748
12,1,she,f,Match,"When she felt sad, the",lady,gpt2-medium,10.807151794433594
12,1,he,f,Mismatch,"When he felt sad,",Stephanie,gpt2-medium,16.21925926208496
13,1,he,m,Match,"When he was present,",Carlos,gpt2-medium,14.40313720703125
13,1,she,m,Mismatch,"When she was present,",Omar,gpt2-medium,15.167381286621094
13,1,she,f,Match,"When she was present,",Tiffany,gpt2-medium,14.0528564453125
13,1,he,f,Mismatch,"When he was present,",Mary,gpt2-medium,12.244905471801758
14,1,he,m,Match,"When he was depressed,",Aaron,gpt2-medium,13.624152183532717
14,1,she,m,Mismatch,"When she was depressed, the",father,gpt2-medium,8.493474006652832
14,1,she,f,Match,"When she was depressed,",Laurie,gpt2-medium,15.924878120422363
14,1,he,f,Mismatch,"When he was depressed,",Susan,gpt2-medium,14.944868087768556
15,1,he,m,Match,"When he was around,",Gary,gpt2-medium,13.12440013885498
15,1,she,m,Mismatch,"When she was around,",Douglas,gpt2-medium,15.39925479888916
15,1,she,f,Match,"When she was around,",Maria,gpt2-medium,13.88740348815918
15,1,he,f,Mismatch,"When he was around,",Elizabeth,gpt2-medium,15.04347324371338
16,1,he,m,Match,"When he was near,",Jason,gpt2-medium,13.789240837097168
16,1,she,m,Mismatch,"When she was near,",Bradley,gpt2-medium,15.833965301513672
16,1,she,f,Match,"When she was near,",Diana,gpt2-medium,13.2914400100708
16,1,he,f,Mismatch,"When he was near, the",actress,gpt2-medium,13.207948684692385
17,1,he,m,Match,"When he was in court,",Paul,gpt2-medium,10.802288055419922
17,1,she,m,Mismatch,"When she was in court,",William,gpt2-medium,12.220355987548828
17,1,she,f,Match,"When she was in court, the",lady,gpt2-medium,10.816441535949709
17,1,he,f,Mismatch,"When he was in court, the",lady,gpt2-medium,11.40774154663086
18,1,he,m,Match,"When he was poorly,",Adam,gpt2-medium,12.546092987060549
18,1,she,m,Mismatch,"When she was poorly,",Andrew,gpt2-medium,13.2078275680542
18,1,she,f,Match,"When she was poorly,",Wendy,gpt2-medium,16.06808853149414
18,1,he,f,Mismatch,"When he was poorly,",Natalie,gpt2-medium,15.887056350708008
19,1,he,m,Match,"When he arrived,",Adam,gpt2-medium,12.78957176208496
19,1,she,m,Mismatch,"When she arrived,",Andrew,gpt2-medium,13.036578178405762
19,1,she,f,Match,"When she arrived,",Pamela,gpt2-medium,14.405791282653809
19,1,he,f,Mismatch,"When he arrived,",Natalie,gpt2-medium,15.808892250061035
20,1,he,m,Match,"When he was appointed,",Mitchell,gpt2-medium,13.790023803710938
20,1,she,m,Mismatch,"When she was appointed,",Brett,gpt2-medium,15.152752876281738
20,1,she,f,Match,"When she was appointed,",Carol,gpt2-medium,13.993738174438477
20,1,he,f,Mismatch,"When he was appointed,",Wendy,gpt2-medium,17.12135887145996
21,1,he,m,Match,"When he was fired,",John,gpt2-medium,10.008254051208496
21,1,she,m,Mismatch,"When she was fired,",Mark,gpt2-medium,11.903666496276855
21,1,she,f,Match,"When she was fired,",Erin,gpt2-medium,13.417014122009276
21,1,he,f,Mismatch,"When he was fired,",Meredith,gpt2-medium,14.638345718383787
22,1,he,m,Match,"When he was close,",Mitchell,gpt2-medium,14.146032333374023
22,1,she,m,Mismatch,"When she was close,",Theodore,gpt2-medium,16.869367599487305
22,1,she,f,Match,"When she was close, the",lady,gpt2-medium,10.492843627929688
22,1,he,f,Mismatch,"When he was close,",Veronica,gpt2-medium,17.66606903076172
23,1,he,m,Match,"When he was retired,",Ronald,gpt2-medium,11.990487098693848
23,1,she,m,Mismatch,"When she was retired,",Douglas,gpt2-medium,13.248292922973633
23,1,she,f,Match,"When she was retired,",Vanessa,gpt2-medium,16.497272491455078
23,1,he,f,Mismatch,"When he was retired,",Jessica,gpt2-medium,16.678409576416016
24,1,he,m,Match,"When he was abroad,",Theodore,gpt2-medium,14.493643760681152
24,1,she,m,Mismatch,"When she was abroad,",Omar,gpt2-medium,15.020832061767578
24,1,she,f,Match,"When she was abroad,",Maria,gpt2-medium,12.403647422790527
24,1,he,f,Mismatch,"When he was abroad,",Jill,gpt2-medium,17.36650848388672
25,1,he,m,Match,"When he was discovered,",Samuel,gpt2-medium,14.422587394714355
25,1,she,m,Mismatch,"When she was discovered,",Omar,gpt2-medium,15.484204292297363
25,1,she,f,Match,"When she was discovered,",Ellen,gpt2-medium,15.083047866821287
25,1,he,f,Mismatch,"When he was discovered,",Patricia,gpt2-medium,16.137691497802734
26,1,he,m,Match,"When he was busy,",Curtis,gpt2-medium,15.214594841003418
26,1,she,m,Mismatch,"When she was busy,",Paul,gpt2-medium,12.325827598571776
26,1,she,f,Match,"When she was busy,",Wendy,gpt2-medium,13.380495071411133
26,1,he,f,Mismatch,"When he was busy,",Cindy,gpt2-medium,16.97334098815918
27,1,he,m,Match,"When he was twenty-one,",Andrew,gpt2-medium,11.789292335510254
27,1,she,m,Mismatch,"When she was twenty-one,",Carlos,gpt2-medium,14.739980697631836
27,1,she,f,Match,"When she was twenty-one,",Susan,gpt2-medium,11.585747718811035
27,1,he,f,Mismatch,"When he was twenty-one,",Elizabeth,gpt2-medium,12.72948932647705
28,1,he,m,Match,"When he was annoyed, the",grandson,gpt2-medium,13.844743728637695
28,1,she,m,Mismatch,"When she was annoyed,",Douglas,gpt2-medium,16.635957717895508
28,1,she,f,Match,"When she was annoyed,",Denise,gpt2-medium,16.476709365844727
28,1,he,f,Mismatch,"When he was annoyed, the",sister,gpt2-medium,13.12506866455078
29,1,he,m,Match,"When he was in church,",Mitchell,gpt2-medium,15.05992031097412
29,1,she,m,Mismatch,"When she was in church,",Steven,gpt2-medium,14.130426406860352
29,1,she,f,Match,"When she was in church, the",lady,gpt2-medium,8.80697250366211
29,1,he,f,Mismatch,"When he was in church, the",waitress,gpt2-medium,12.28049087524414
30,1,he,m,Match,"When he was banished, the",boy,gpt2-medium,8.67025375366211
30,1,she,m,Mismatch,"When she was banished,",Ronald,gpt2-medium,15.991073608398438
30,1,she,f,Match,"When she was banished,",Connie,gpt2-medium,15.408544540405272
30,1,he,f,Mismatch,"When he was banished,",Victoria,gpt2-medium,15.700138092041016
31,1,he,m,Match,"When he was angry,",Dan,gpt2-medium,12.847579956054688
31,1,she,m,Mismatch,"When she was angry,",Omar,gpt2-medium,17.2651309967041
31,1,she,f,Match,"When she was angry,",Tara,gpt2-medium,15.5726900100708
31,1,he,f,Mismatch,"When he was angry, the",girl,gpt2-medium,8.78869915008545
32,1,he,m,Match,"When he was distraught,",Bradley,gpt2-medium,13.871186256408691
32,1,she,m,Mismatch,"When she was distraught,",Douglas,gpt2-medium,15.513748168945312
32,1,she,f,Match,"When she was distraught,",Meredith,gpt2-medium,15.503973960876465
32,1,he,f,Mismatch,"When he was distraught,",Julie,gpt2-medium,14.816556930541992
1,1,he,m,Match,"When he was off work, the",guy,gpt2-medium,8.038653373718262
1,1,she,m,Mismatch,"When she was off work,",Kenneth,gpt2-medium,16.19659423828125
1,1,she,f,Match,"When she was off work,",Leslie,gpt2-medium,14.68452262878418
1,1,he,f,Mismatch,"When he was off work,",Jane,gpt2-medium,14.538969039916992
2,1,he,m,Match,"When he arrived, the",husband,gpt2-medium,12.189271926879885
2,1,she,m,Mismatch,"When she arrived,",Martin,gpt2-medium,12.315855979919434
