item,cond,adjunct,contrast,pronoun,og_sent,sent,target,/data/EleutherAI/gpt-neo-1.3B_surp
15,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"While writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note,",Carolyn,15.659358978271484
16,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a waiter poured her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After a waiter poured her some hot tea, the",actress,8.322503089904785
16,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a waiter poured him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After a waiter poured him some hot tea, the",lady,9.500812530517578
16,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After pouring her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea,",Sonia,16.10835075378418
16,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After pouring him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea,",Paula,15.216102600097656
17,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a volunteer left her a voice message, Stephanie also sent Marissa a text containing the same information.","After a volunteer left her a voice message, the",actress,11.003205299377441
17,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a volunteer left him a voice message, Stephanie also sent Marcus a text containing the same information.","After a volunteer left him a voice message,",Beth,14.006856918334961
17,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After leaving her a voice message, Stephanie also sent Marissa a text containing the same information.","After leaving her a voice message,",Jane,12.425304412841797
17,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After leaving him a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving him a voice message,",Elaine,16.938730239868164
18,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After someone sent her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After someone sent her a thank-you note,",Andrea,13.126073837280273
18,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After someone sent him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After someone sent him a thank-you note,",Samantha,16.603736877441406
18,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After sending her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note,",Connie,13.166533470153809
18,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After sending him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the",woman,8.95779037475586
19,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a chaperon took her kids on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before a chaperon took her kids on the roller coaster,",Rose,13.061761856079102
19,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,his,"Before a chaperon took his kids on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before a chaperon took his kids on the roller coaster,",Susan,14.687689781188965
19,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before taking her on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster,",Jennifer,13.799872398376465
19,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before taking him on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster,",Vanessa,17.172706604003906
20,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After anyone took her to a social event, Rebecca always checked with Julia to see whether they actually had a good time.","After anyone took her to a social event, the",lady,9.381515502929688
20,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After anyone took him to a social event, Rebecca always checked with Elijah to see whether they actually had a good time.","After anyone took him to a social event,",Jennifer,15.005152702331543
20,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After taking her to a social event, Rebecca always checked with Julia to see whether she actually had a good time.","After taking her to a social event, the",niece,12.77469253540039
20,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After taking him to a social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking him to a social event, the",actress,13.036250114440918
21,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before auctioneers showed her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before auctioneers showed her any new paintings,",Valerie,19.688491821289062
21,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"Before auctioneers showed him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before auctioneers showed him any new paintings,",Tara,20.143028259277344
21,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before showing her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings,",Gina,16.778472900390625
21,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before showing him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings,",Erin,19.60735321044922
22,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a student nominated her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After a student nominated her for class president,",April,13.76073169708252
22,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a student nominated him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After a student nominated him for class president,",Erin,17.372417449951172
22,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After nominating her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president,",Ruth,12.626818656921387
22,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After nominating him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president,",Paula,14.299717903137207
23,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After everyone watched her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After everyone watched her on the Voice,",Andrea,13.193793296813965
23,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After everyone watched him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After everyone watched him on the Voice,",Carolyn,17.22354507446289
23,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After watching her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After watching her on the Voice,",Valerie,13.463150978088379
23,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After watching him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice,",Kathleen,15.538830757141113
24,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a secretary sent her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before a secretary sent her the secret contract,",Carolyn,18.980117797851562
24,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"Before a secretary sent him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before a secretary sent him the secret contract,",Paula,21.047073364257812
24,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before sending her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract,",Katherine,14.154806137084961
24,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before sending him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract,",Melanie,19.660154342651367
1,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before anyone offered him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before anyone offered him a fancy pastry, the",husband,11.933347702026367
1,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before anyone offered her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before anyone offered her a fancy pastry,",Phillip,19.045984268188477
1,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before offering him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before offering him a fancy pastry,",Martin,15.283337593078613
1,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before offering her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering her a fancy pastry,",Matt,16.20008087158203
2,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While a parent drove him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While a parent drove him to school on Friday,",Theodore,18.591211318969727
2,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While a parent drove her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While a parent drove her to school on Friday,",Vincent,17.071489334106445
2,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While driving him to school on Friday,",Daniel,14.071029663085938
2,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While driving her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving her to school on Friday,",James,12.166610717773438
3,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While an employee baked him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While an employee baked him some cookies,",Raymond,14.11983585357666
3,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While an employee baked her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While an employee baked her some cookies,",Todd,14.506746292114258
3,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While baking him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While baking him some cookies,",Derek,16.47226333618164
