exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-1.3B_surp
OneEmbedding,conceals,is scaring,394,394_FF_his,ff,MismatchMismatch,poss,That woman conceals that Amy is scaring,his,8.620884895324707
OneEmbedding,agreed,is stunning,395,395_MM_him,mm,MatchMatch,obj,Jason agreed that John is stunning,him,10.073652267456055
OneEmbedding,agreed,is stunning,395,395_MF_him,mf,MatchMismatch,obj,Jason agreed that Sonia is stunning,him,12.707225799560547
OneEmbedding,agreed,is stunning,395,395_FM_him,fm,MismatchMatch,obj,Nicole agreed that John is stunning,him,10.296333312988281
OneEmbedding,agreed,is stunning,395,395_FF_him,ff,MismatchMismatch,obj,Nicole agreed that Sonia is stunning,him,14.822137832641602
OneEmbedding,agreed,is stunning,395,395_MM_his,mm,MatchMatch,poss,Jason agreed that John is stunning,his,10.810181617736816
OneEmbedding,agreed,is stunning,395,395_MF_his,mf,MatchMismatch,poss,Jason agreed that Sonia is stunning,his,13.426737785339355
OneEmbedding,agreed,is stunning,395,395_FM_his,fm,MismatchMatch,poss,Nicole agreed that John is stunning,his,10.904908180236816
OneEmbedding,agreed,is stunning,395,395_FF_his,ff,MismatchMismatch,poss,Nicole agreed that Sonia is stunning,his,16.174257278442383
OneEmbedding,has suggested,wasn't hugging,396,396_MM_him,mm,MatchMatch,obj,Lawrence has suggested that William wasn't hugging,him,3.343066930770874
OneEmbedding,has suggested,wasn't hugging,396,396_MF_him,mf,MatchMismatch,obj,Lawrence has suggested that Judy wasn't hugging,him,2.3979451656341553
OneEmbedding,has suggested,wasn't hugging,396,396_FM_him,fm,MismatchMatch,obj,Dana has suggested that William wasn't hugging,him,3.7880334854125977
OneEmbedding,has suggested,wasn't hugging,396,396_FF_him,ff,MismatchMismatch,obj,Dana has suggested that Judy wasn't hugging,him,3.1011359691619873
OneEmbedding,has suggested,wasn't hugging,396,396_MM_his,mm,MatchMatch,poss,Lawrence has suggested that William wasn't hugging,his,3.0835423469543457
OneEmbedding,has suggested,wasn't hugging,396,396_MF_his,mf,MatchMismatch,poss,Lawrence has suggested that Judy wasn't hugging,his,6.823753356933594
OneEmbedding,has suggested,wasn't hugging,396,396_FM_his,fm,MismatchMatch,poss,Dana has suggested that William wasn't hugging,his,3.205348014831543
OneEmbedding,has suggested,wasn't hugging,396,396_FF_his,ff,MismatchMismatch,poss,Dana has suggested that Judy wasn't hugging,his,7.138871669769287
OneEmbedding,should find out,draws,397,397_MM_him,mm,MatchMatch,obj,Travis should find out that this grandson draws,him,6.251428127288818
OneEmbedding,should find out,draws,397,397_MF_him,mf,MatchMismatch,obj,Travis should find out that Beth draws,him,5.4548821449279785
OneEmbedding,should find out,draws,397,397_FM_him,fm,MismatchMatch,obj,That lady should find out that this grandson draws,him,8.10322093963623
OneEmbedding,should find out,draws,397,397_FF_him,ff,MismatchMismatch,obj,That lady should find out that Beth draws,him,6.73871374130249
OneEmbedding,should find out,draws,397,397_MM_his,mm,MatchMatch,poss,Travis should find out that this grandson draws,his,3.8203248977661133
OneEmbedding,should find out,draws,397,397_MF_his,mf,MatchMismatch,poss,Travis should find out that Beth draws,his,7.337636947631836
OneEmbedding,should find out,draws,397,397_FM_his,fm,MismatchMatch,poss,That lady should find out that this grandson draws,his,3.9585139751434326
OneEmbedding,should find out,draws,397,397_FF_his,ff,MismatchMismatch,poss,That lady should find out that Beth draws,his,9.04535961151123
OneEmbedding,couldn't insist,described,398,398_MM_him,mm,MatchMatch,obj,Todd couldn't insist that the father described,him,4.013986110687256
OneEmbedding,couldn't insist,described,398,398_MF_him,mf,MatchMismatch,obj,Todd couldn't insist that Jacqueline described,him,4.164376735687256
OneEmbedding,couldn't insist,described,398,398_FM_him,fm,MismatchMatch,obj,Colleen couldn't insist that the father described,him,4.582652568817139
OneEmbedding,couldn't insist,described,398,398_FF_him,ff,MismatchMismatch,obj,Colleen couldn't insist that Jacqueline described,him,4.725696563720703
OneEmbedding,couldn't insist,described,398,398_MM_his,mm,MatchMatch,poss,Todd couldn't insist that the father described,his,3.2320854663848877
OneEmbedding,couldn't insist,described,398,398_MF_his,mf,MatchMismatch,poss,Todd couldn't insist that Jacqueline described,his,5.392855644226074
OneEmbedding,couldn't insist,described,398,398_FM_his,fm,MismatchMatch,poss,Colleen couldn't insist that the father described,his,3.6490652561187744
OneEmbedding,couldn't insist,described,398,398_FF_his,ff,MismatchMismatch,poss,Colleen couldn't insist that Jacqueline described,his,6.325638771057129
OneEmbedding,denies,appreciates,399,399_MM_him,mm,MatchMatch,obj,That guy denies that Vincent appreciates,him,4.518182754516602
OneEmbedding,denies,appreciates,399,399_MF_him,mf,MatchMismatch,obj,That guy denies that Wendy appreciates,him,2.898954391479492
OneEmbedding,denies,appreciates,399,399_FM_him,fm,MismatchMatch,obj,Christine denies that Vincent appreciates,him,6.37540864944458
OneEmbedding,denies,appreciates,399,399_FF_him,ff,MismatchMismatch,obj,Christine denies that Wendy appreciates,him,5.764754295349121
OneEmbedding,denies,appreciates,399,399_MM_his,mm,MatchMatch,poss,That guy denies that Vincent appreciates,his,3.4132230281829834
OneEmbedding,denies,appreciates,399,399_MF_his,mf,MatchMismatch,poss,That guy denies that Wendy appreciates,his,3.6034393310546875
OneEmbedding,denies,appreciates,399,399_FM_his,fm,MismatchMatch,poss,Christine denies that Vincent appreciates,his,3.29618239402771
OneEmbedding,denies,appreciates,399,399_FF_his,ff,MismatchMismatch,poss,Christine denies that Wendy appreciates,his,4.724895000457764
OneEmbedding,will forget,discovers,400,400_MM_him,mm,MatchMatch,obj,Richard will forget that Matt discovers,him,5.3786468505859375
OneEmbedding,will forget,discovers,400,400_MF_him,mf,MatchMismatch,obj,Richard will forget that Mary discovers,him,4.64063024520874
OneEmbedding,will forget,discovers,400,400_FM_him,fm,MismatchMatch,obj,Gina will forget that Matt discovers,him,6.320713996887207
OneEmbedding,will forget,discovers,400,400_FF_him,ff,MismatchMismatch,obj,Gina will forget that Mary discovers,him,6.203052043914795
OneEmbedding,will forget,discovers,400,400_MM_his,mm,MatchMatch,poss,Richard will forget that Matt discovers,his,3.3473172187805176
OneEmbedding,will forget,discovers,400,400_MF_his,mf,MatchMismatch,poss,Richard will forget that Mary discovers,his,5.237192153930664
OneEmbedding,will forget,discovers,400,400_FM_his,fm,MismatchMatch,poss,Gina will forget that Matt discovers,his,3.3163387775421143
OneEmbedding,will forget,discovers,400,400_FF_his,ff,MismatchMismatch,poss,Gina will forget that Mary discovers,his,7.6260600090026855
OneEmbedding,found out,doesn't describe,401,401_MM_him,mm,MatchMatch,obj,Alexander found out that that brother doesn't describe,him,2.8967127799987793
OneEmbedding,found out,doesn't describe,401,401_MF_him,mf,MatchMismatch,obj,Alexander found out that Vanessa doesn't describe,him,4.3685712814331055
OneEmbedding,found out,doesn't describe,401,401_FM_him,fm,MismatchMatch,obj,Anna found out that that brother doesn't describe,him,3.516716241836548
OneEmbedding,found out,doesn't describe,401,401_FF_him,ff,MismatchMismatch,obj,Anna found out that Vanessa doesn't describe,him,5.872849941253662
OneEmbedding,found out,doesn't describe,401,401_MM_his,mm,MatchMatch,poss,Alexander found out that that brother doesn't describe,his,3.9942193031311035
OneEmbedding,found out,doesn't describe,401,401_MF_his,mf,MatchMismatch,poss,Alexander found out that Vanessa doesn't describe,his,6.196398735046387
OneEmbedding,found out,doesn't describe,401,401_FM_his,fm,MismatchMatch,poss,Anna found out that that brother doesn't describe,his,4.04097843170166
OneEmbedding,found out,doesn't describe,401,401_FF_his,ff,MismatchMismatch,poss,Anna found out that Vanessa doesn't describe,his,7.465712547302246
OneEmbedding,hadn't discovered,would talk to,402,402_MM_him,mm,MatchMatch,obj,Bruce hadn't discovered that Lawrence would talk to,him,1.971035122871399
OneEmbedding,hadn't discovered,would talk to,402,402_MF_him,mf,MatchMismatch,obj,Bruce hadn't discovered that Laura would talk to,him,1.2055506706237793
OneEmbedding,hadn't discovered,would talk to,402,402_FM_him,fm,MismatchMatch,obj,Victoria hadn't discovered that Lawrence would talk to,him,3.917339563369751
OneEmbedding,hadn't discovered,would talk to,402,402_FF_him,ff,MismatchMismatch,obj,Victoria hadn't discovered that Laura would talk to,him,2.607407331466675
OneEmbedding,hadn't discovered,would talk to,402,402_MM_his,mm,MatchMatch,poss,Bruce hadn't discovered that Lawrence would talk to,his,5.183071136474609
OneEmbedding,hadn't discovered,would talk to,402,402_MF_his,mf,MatchMismatch,poss,Bruce hadn't discovered that Laura would talk to,his,7.622992038726807
OneEmbedding,hadn't discovered,would talk to,402,402_FM_his,fm,MismatchMatch,poss,Victoria hadn't discovered that Lawrence would talk to,his,5.38929557800293
OneEmbedding,hadn't discovered,would talk to,402,402_FF_his,ff,MismatchMismatch,poss,Victoria hadn't discovered that Laura would talk to,his,8.39966106414795
OneEmbedding,hoped,can scan,403,403_MM_him,mm,MatchMatch,obj,Omar hoped that Dan can scan,him,5.6374311447143555
OneEmbedding,hoped,can scan,403,403_MF_him,mf,MatchMismatch,obj,Omar hoped that Tara can scan,him,4.350053310394287
OneEmbedding,hoped,can scan,403,403_FM_him,fm,MismatchMatch,obj,Dawn hoped that Dan can scan,him,5.464264869689941
OneEmbedding,hoped,can scan,403,403_FF_him,ff,MismatchMismatch,obj,Dawn hoped that Tara can scan,him,4.1983842849731445
OneEmbedding,hoped,can scan,403,403_MM_his,mm,MatchMatch,poss,Omar hoped that Dan can scan,his,4.488956928253174
OneEmbedding,hoped,can scan,403,403_MF_his,mf,MatchMismatch,poss,Omar hoped that Tara can scan,his,4.281816482543945
OneEmbedding,hoped,can scan,403,403_FM_his,fm,MismatchMatch,poss,Dawn hoped that Dan can scan,his,4.518592357635498
OneEmbedding,hoped,can scan,403,403_FF_his,ff,MismatchMismatch,poss,Dawn hoped that Tara can scan,his,4.446455478668213
OneEmbedding,is agreeing,hasn't praised,404,404_MM_him,mm,MatchMatch,obj,Martin is agreeing that Jeffrey hasn't praised,him,2.37379789352417
OneEmbedding,is agreeing,hasn't praised,404,404_MF_him,mf,MatchMismatch,obj,Martin is agreeing that Stacy hasn't praised,him,2.0942351818084717
OneEmbedding,is agreeing,hasn't praised,404,404_FM_him,fm,MismatchMatch,obj,Deanna is agreeing that Jeffrey hasn't praised,him,3.682805061340332
OneEmbedding,is agreeing,hasn't praised,404,404_FF_him,ff,MismatchMismatch,obj,Deanna is agreeing that Stacy hasn't praised,him,3.050572395324707
OneEmbedding,is agreeing,hasn't praised,404,404_MM_his,mm,MatchMatch,poss,Martin is agreeing that Jeffrey hasn't praised,his,4.4459309577941895
OneEmbedding,is agreeing,hasn't praised,404,404_MF_his,mf,MatchMismatch,poss,Martin is agreeing that Stacy hasn't praised,his,4.8888020515441895
OneEmbedding,is agreeing,hasn't praised,404,404_FM_his,fm,MismatchMatch,poss,Deanna is agreeing that Jeffrey hasn't praised,his,5.289011478424072
OneEmbedding,is agreeing,hasn't praised,404,404_FF_his,ff,MismatchMismatch,poss,Deanna is agreeing that Stacy hasn't praised,his,6.183169841766357
OneEmbedding,shouldn't love,does see,405,405_MM_him,mm,MatchMatch,obj,Edward shouldn't love that that ex-husband does see,him,3.704026699066162
OneEmbedding,shouldn't love,does see,405,405_MF_him,mf,MatchMismatch,obj,Edward shouldn't love that Christina does see,him,2.6644718647003174
OneEmbedding,shouldn't love,does see,405,405_FM_him,fm,MismatchMatch,obj,Irene shouldn't love that that ex-husband does see,him,4.5559282302856445
OneEmbedding,shouldn't love,does see,405,405_FF_him,ff,MismatchMismatch,obj,Irene shouldn't love that Christina does see,him,3.130150318145752
OneEmbedding,shouldn't love,does see,405,405_MM_his,mm,MatchMatch,poss,Edward shouldn't love that that ex-husband does see,his,3.851884365081787
OneEmbedding,shouldn't love,does see,405,405_MF_his,mf,MatchMismatch,poss,Edward shouldn't love that Christina does see,his,5.431905746459961
OneEmbedding,shouldn't love,does see,405,405_FM_his,fm,MismatchMatch,poss,Irene shouldn't love that that ex-husband does see,his,4.166118144989014
OneEmbedding,shouldn't love,does see,405,405_FF_his,ff,MismatchMismatch,poss,Irene shouldn't love that Christina does see,his,6.067291259765625
OneEmbedding,didn't know,did admire,406,406_MM_him,mm,MatchMatch,obj,Mitchell didn't know that Noah did admire,him,2.200113534927368
OneEmbedding,didn't know,did admire,406,406_MF_him,mf,MatchMismatch,obj,Mitchell didn't know that the sister did admire,him,1.6916884183883667
OneEmbedding,didn't know,did admire,406,406_FM_him,fm,MismatchMatch,obj,Andrea didn't know that Noah did admire,him,2.212399482727051
OneEmbedding,didn't know,did admire,406,406_FF_him,ff,MismatchMismatch,obj,Andrea didn't know that the sister did admire,him,1.7744481563568115
OneEmbedding,didn't know,did admire,406,406_MM_his,mm,MatchMatch,poss,Mitchell didn't know that Noah did admire,his,3.31512451171875
OneEmbedding,didn't know,did admire,406,406_MF_his,mf,MatchMismatch,poss,Mitchell didn't know that the sister did admire,his,3.767765998840332
OneEmbedding,didn't know,did admire,406,406_FM_his,fm,MismatchMatch,poss,Andrea didn't know that Noah did admire,his,3.66859769821167
OneEmbedding,didn't know,did admire,406,406_FF_his,ff,MismatchMismatch,poss,Andrea didn't know that the sister did admire,his,4.00153112411499
OneEmbedding,has forgotten,confused,407,407_MM_him,mm,MatchMatch,obj,Brett has forgotten that that boy confused,him,2.156973123550415
OneEmbedding,has forgotten,confused,407,407_MF_him,mf,MatchMismatch,obj,Brett has forgotten that Carla confused,him,1.9051268100738525
OneEmbedding,has forgotten,confused,407,407_FM_him,fm,MismatchMatch,obj,Dana has forgotten that that boy confused,him,2.390104055404663
OneEmbedding,has forgotten,confused,407,407_FF_him,ff,MismatchMismatch,obj,Dana has forgotten that Carla confused,him,1.8712528944015503
OneEmbedding,has forgotten,confused,407,407_MM_his,mm,MatchMatch,poss,Brett has forgotten that that boy confused,his,3.999455690383911
OneEmbedding,has forgotten,confused,407,407_MF_his,mf,MatchMismatch,poss,Brett has forgotten that Carla confused,his,4.52560567855835
OneEmbedding,has forgotten,confused,407,407_FM_his,fm,MismatchMatch,poss,Dana has forgotten that that boy confused,his,4.387988090515137
OneEmbedding,has forgotten,confused,407,407_FF_his,ff,MismatchMismatch,poss,Dana has forgotten that Carla confused,his,5.24198579788208
OneEmbedding,did conclude,wasn't bothering,408,408_MM_him,mm,MatchMatch,obj,John did conclude that that boy wasn't bothering,him,2.5878195762634277
OneEmbedding,did conclude,wasn't bothering,408,408_MF_him,mf,MatchMismatch,obj,John did conclude that Wendy wasn't bothering,him,1.6510077714920044
OneEmbedding,did conclude,wasn't bothering,408,408_FM_him,fm,MismatchMatch,obj,Stephanie did conclude that that boy wasn't bothering,him,4.625329494476318
OneEmbedding,did conclude,wasn't bothering,408,408_FF_him,ff,MismatchMismatch,obj,Stephanie did conclude that Wendy wasn't bothering,him,2.693563461303711
OneEmbedding,did conclude,wasn't bothering,408,408_MM_his,mm,MatchMatch,poss,John did conclude that that boy wasn't bothering,his,5.373106002807617
OneEmbedding,did conclude,wasn't bothering,408,408_MF_his,mf,MatchMismatch,poss,John did conclude that Wendy wasn't bothering,his,6.613846778869629
OneEmbedding,did conclude,wasn't bothering,408,408_FM_his,fm,MismatchMatch,poss,Stephanie did conclude that that boy wasn't bothering,his,6.157708168029785
OneEmbedding,did conclude,wasn't bothering,408,408_FF_his,ff,MismatchMismatch,poss,Stephanie did conclude that Wendy wasn't bothering,his,7.926755905151367
OneEmbedding,would suggest,appreciates,409,409_MM_him,mm,MatchMatch,obj,Craig would suggest that Robert appreciates,him,7.873156547546387
OneEmbedding,would suggest,appreciates,409,409_MF_him,mf,MatchMismatch,obj,Craig would suggest that Kendra appreciates,him,7.020846843719482
OneEmbedding,would suggest,appreciates,409,409_FM_him,fm,MismatchMatch,obj,That dancer would suggest that Robert appreciates,him,7.321516513824463
OneEmbedding,would suggest,appreciates,409,409_FF_him,ff,MismatchMismatch,obj,That dancer would suggest that Kendra appreciates,him,6.174495697021484
