exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-large_surp
simple,talks to,628,628_M_his,m,Match,poss,Jerry talks to,his,4.94943904876709
simple,talks to,628,628_F_him,f,Mismatch,obj,Carrie talks to,him,5.728672027587891
simple,talks to,628,628_F_his,f,Mismatch,poss,Carrie talks to,his,5.708341598510742
simple,wasn't fleeing from,629,629_M_him,m,Match,obj,Thomas wasn't fleeing from,him,6.72046422958374
simple,wasn't fleeing from,629,629_M_his,m,Match,poss,Thomas wasn't fleeing from,his,4.190943241119385
simple,wasn't fleeing from,629,629_F_him,f,Mismatch,obj,Jessica wasn't fleeing from,him,5.384339809417725
simple,wasn't fleeing from,629,629_F_his,f,Mismatch,poss,Jessica wasn't fleeing from,his,7.576717376708984
simple,returns to,630,630_M_him,m,Match,obj,Curtis returns to,him,10.963327407836914
simple,returns to,630,630_M_his,m,Match,poss,Curtis returns to,his,3.7555506229400635
simple,returns to,630,630_F_him,f,Mismatch,obj,This girlfriend returns to,him,5.325152397155762
simple,returns to,630,630_F_his,f,Mismatch,poss,This girlfriend returns to,his,5.676759719848633
simple,discovered,631,631_M_him,m,Match,obj,The ex-boyfriend discovered,him,7.319581508636475
simple,discovered,631,631_M_his,m,Match,poss,The ex-boyfriend discovered,his,4.203182220458984
simple,discovered,631,631_F_him,f,Mismatch,obj,April discovered,him,8.38077163696289
simple,discovered,631,631_F_his,f,Mismatch,poss,April discovered,his,6.013551712036133
simple,isn't shooting,632,632_M_him,m,Match,obj,This father isn't shooting,him,7.269563674926758
simple,isn't shooting,632,632_M_his,m,Match,poss,This father isn't shooting,his,3.910447835922241
simple,isn't shooting,632,632_F_him,f,Mismatch,obj,Margaret isn't shooting,him,6.5587286949157715
simple,isn't shooting,632,632_F_his,f,Mismatch,poss,Margaret isn't shooting,his,9.157316207885742
simple,hindered,633,633_M_him,m,Match,obj,Curtis hindered,him,5.165898323059082
simple,hindered,633,633_M_his,m,Match,poss,Curtis hindered,his,4.131259918212891
simple,hindered,633,633_F_him,f,Mismatch,obj,Leslie hindered,him,4.288094520568848
simple,hindered,633,633_F_his,f,Mismatch,poss,Leslie hindered,his,4.106227874755859
simple,researched,634,634_M_him,m,Match,obj,The husband researched,him,9.314888000488281
simple,researched,634,634_M_his,m,Match,poss,The husband researched,his,3.9862895011901855
simple,researched,634,634_F_him,f,Mismatch,obj,Diana researched,him,10.07897663116455
simple,researched,634,634_F_his,f,Mismatch,poss,Diana researched,his,8.01711654663086
simple,hired,635,635_M_him,m,Match,obj,Dennis hired,him,5.34019660949707
simple,hired,635,635_M_his,m,Match,poss,Dennis hired,his,5.495375156402588
simple,hired,635,635_F_him,f,Mismatch,obj,Gina hired,him,5.668456554412842
simple,hired,635,635_F_his,f,Mismatch,poss,Gina hired,his,7.839502811431885
simple,is forgiving,636,636_M_him,m,Match,obj,Randolf is forgiving,him,13.033841133117676
simple,is forgiving,636,636_M_his,m,Match,poss,Randolf is forgiving,his,11.709596633911133
simple,is forgiving,636,636_F_him,f,Mismatch,obj,That grandmother is forgiving,him,7.14261531829834
simple,is forgiving,636,636_F_his,f,Mismatch,poss,That grandmother is forgiving,his,10.300456047058105
simple,hates,637,637_M_him,m,Match,obj,Daniel hates,him,6.461291790008545
simple,hates,637,637_M_his,m,Match,poss,Daniel hates,his,5.918914794921875
simple,hates,637,637_F_him,f,Mismatch,obj,Janet hates,him,4.611063003540039
simple,hates,637,637_F_his,f,Mismatch,poss,Janet hates,his,7.477720260620117
simple,shocks,638,638_M_him,m,Match,obj,Joseph shocks,him,5.832512378692627
simple,shocks,638,638_M_his,m,Match,poss,Joseph shocks,his,5.260949611663818
simple,shocks,638,638_F_him,f,Mismatch,obj,Margaret shocks,him,6.597309589385986
simple,shocks,638,638_F_his,f,Mismatch,poss,Margaret shocks,his,8.649537086486816
simple,has attacked,639,639_M_him,m,Match,obj,That man has attacked,him,5.290228366851807
simple,has attacked,639,639_M_his,m,Match,poss,That man has attacked,his,5.737497329711914
simple,has attacked,639,639_F_him,f,Mismatch,obj,Ruth has attacked,him,5.251773834228516
simple,has attacked,639,639_F_his,f,Mismatch,poss,Ruth has attacked,his,5.845363616943359
simple,wasn't fighting,640,640_M_him,m,Match,obj,Randolf wasn't fighting,him,7.536472797393799
simple,wasn't fighting,640,640_M_his,m,Match,poss,Randolf wasn't fighting,his,5.86494255065918
simple,wasn't fighting,640,640_F_him,f,Mismatch,obj,Maria wasn't fighting,him,6.562286376953125
simple,wasn't fighting,640,640_F_his,f,Mismatch,poss,Maria wasn't fighting,his,8.436466217041016
simple,was firing,641,641_M_him,m,Match,obj,George was firing,him,8.185341835021973
simple,was firing,641,641_M_his,m,Match,poss,George was firing,his,3.86501145362854
simple,was firing,641,641_F_him,f,Mismatch,obj,Brenda was firing,him,6.5480499267578125
simple,was firing,641,641_F_his,f,Mismatch,poss,Brenda was firing,his,5.602607727050781
simple,shocks,642,642_M_him,m,Match,obj,Charles shocks,him,6.2899556159973145
simple,shocks,642,642_M_his,m,Match,poss,Charles shocks,his,4.937417030334473
simple,shocks,642,642_F_him,f,Mismatch,obj,This daughter shocks,him,4.573670864105225
simple,shocks,642,642_F_his,f,Mismatch,poss,This daughter shocks,his,7.543974876403809
simple,isn't harming,643,643_M_him,m,Match,obj,Wayne isn't harming,him,5.918892860412598
simple,isn't harming,643,643_M_his,m,Match,poss,Wayne isn't harming,his,3.919355869293213
simple,isn't harming,643,643_F_him,f,Mismatch,obj,Diana isn't harming,him,4.824800491333008
simple,isn't harming,643,643_F_his,f,Mismatch,poss,Diana isn't harming,his,7.605526924133301
simple,wasn't kissing,644,644_M_him,m,Match,obj,That guy wasn't kissing,him,5.940718173980713
simple,wasn't kissing,644,644_M_his,m,Match,poss,That guy wasn't kissing,his,4.887824058532715
simple,wasn't kissing,644,644_F_him,f,Mismatch,obj,Teresa wasn't kissing,him,3.0329325199127197
simple,wasn't kissing,644,644_F_his,f,Mismatch,poss,Teresa wasn't kissing,his,5.904694080352783
simple,fights,645,645_M_him,m,Match,obj,Wayne fights,him,6.863157272338867
simple,fights,645,645_M_his,m,Match,poss,Wayne fights,his,4.226468563079834
simple,fights,645,645_F_him,f,Mismatch,obj,Erin fights,him,7.763139724731445
simple,fights,645,645_F_his,f,Mismatch,poss,Erin fights,his,5.356292247772217
simple,couldn't worry,646,646_M_him,m,Match,obj,Derek couldn't worry,him,9.53494644165039
simple,couldn't worry,646,646_M_his,m,Match,poss,Derek couldn't worry,his,8.722454071044922
simple,couldn't worry,646,646_F_him,f,Mismatch,obj,Carol couldn't worry,him,8.422958374023438
simple,couldn't worry,646,646_F_his,f,Mismatch,poss,Carol couldn't worry,his,10.407625198364258
simple,wasn't shooting,647,647_M_him,m,Match,obj,Brian wasn't shooting,him,6.674131393432617
simple,wasn't shooting,647,647_M_his,m,Match,poss,Brian wasn't shooting,his,5.681272983551025
simple,wasn't shooting,647,647_F_him,f,Mismatch,obj,Barbara wasn't shooting,him,6.129497528076172
simple,wasn't shooting,647,647_F_his,f,Mismatch,poss,Barbara wasn't shooting,his,6.619444847106934
simple,scares,648,648_M_him,m,Match,obj,Thomas scares,him,5.372957229614258
simple,scares,648,648_M_his,m,Match,poss,Thomas scares,his,5.748754501342773
simple,scares,648,648_F_him,f,Mismatch,obj,Amanda scares,him,4.483693599700928
simple,scares,648,648_F_his,f,Mismatch,poss,Amanda scares,his,6.618561744689941
simple,knows,649,649_M_him,m,Match,obj,Christopher knows,him,8.197246551513672
simple,knows,649,649_M_his,m,Match,poss,Christopher knows,his,5.835333347320557
simple,knows,649,649_F_him,f,Mismatch,obj,Allison knows,him,8.323272705078125
simple,knows,649,649_F_his,f,Mismatch,poss,Allison knows,his,7.566815376281738
simple,is examining,650,650_M_him,m,Match,obj,Ronald is examining,him,8.544961929321289
simple,is examining,650,650_M_his,m,Match,poss,Ronald is examining,his,4.863154888153076
simple,is examining,650,650_F_him,f,Mismatch,obj,That ex-girlfriend is examining,him,5.564835071563721
simple,is examining,650,650_F_his,f,Mismatch,poss,That ex-girlfriend is examining,his,5.066920757293701
simple,could describe,651,651_M_him,m,Match,obj,Edward could describe,him,6.499111652374268
simple,could describe,651,651_M_his,m,Match,poss,Edward could describe,his,4.175673961639404
simple,could describe,651,651_F_him,f,Mismatch,obj,Helen could describe,him,6.614633560180664
simple,could describe,651,651_F_his,f,Mismatch,poss,Helen could describe,his,6.420217990875244
simple,stuns,652,652_M_him,m,Match,obj,Phillip stuns,him,5.926486492156982
simple,stuns,652,652_M_his,m,Match,poss,Phillip stuns,his,5.489119052886963
simple,stuns,652,652_F_him,f,Mismatch,obj,Judy stuns,him,3.8866827487945557
simple,stuns,652,652_F_his,f,Mismatch,poss,Judy stuns,his,8.138876914978027
simple,wouldn't hinder,653,653_M_him,m,Match,obj,Russell wouldn't hinder,him,4.127333164215088
simple,wouldn't hinder,653,653_M_his,m,Match,poss,Russell wouldn't hinder,his,3.355189561843872
simple,wouldn't hinder,653,653_F_him,f,Mismatch,obj,Sabrina wouldn't hinder,him,3.9136292934417725
simple,wouldn't hinder,653,653_F_his,f,Mismatch,poss,Sabrina wouldn't hinder,his,4.612407684326172
simple,does aggravate,654,654_M_him,m,Match,obj,Frank does aggravate,him,5.614372253417969
simple,does aggravate,654,654_M_his,m,Match,poss,Frank does aggravate,his,4.681858062744141
simple,does aggravate,654,654_F_him,f,Mismatch,obj,Paula does aggravate,him,7.079494476318359
simple,does aggravate,654,654_F_his,f,Mismatch,poss,Paula does aggravate,his,5.371797561645508
simple,hasn't argued about,655,655_M_him,m,Match,obj,Douglas hasn't argued about,him,8.840609550476074
simple,hasn't argued about,655,655_M_his,m,Match,poss,Douglas hasn't argued about,his,4.3915510177612305
simple,hasn't argued about,655,655_F_him,f,Mismatch,obj,Laura hasn't argued about,him,8.318673133850098
simple,hasn't argued about,655,655_F_his,f,Mismatch,poss,Laura hasn't argued about,his,6.978028774261475
simple,shouldn't hear,656,656_M_him,m,Match,obj,Theodore shouldn't hear,him,6.724905967712402
simple,shouldn't hear,656,656_M_his,m,Match,poss,Theodore shouldn't hear,his,6.576449871063232
simple,shouldn't hear,656,656_F_him,f,Mismatch,obj,Gina shouldn't hear,him,5.881824493408203
simple,shouldn't hear,656,656_F_his,f,Mismatch,poss,Gina shouldn't hear,his,7.243372440338135
simple,praises,657,657_M_him,m,Match,obj,Larry praises,him,6.406657695770264
simple,praises,657,657_M_his,m,Match,poss,Larry praises,his,4.51025915145874
simple,praises,657,657_F_him,f,Mismatch,obj,Stacy praises,him,5.902233123779297
simple,praises,657,657_F_his,f,Mismatch,poss,Stacy praises,his,4.933807373046875
simple,has boasted about,658,658_M_him,m,Match,obj,Gregory has boasted about,him,9.685530662536621
simple,has boasted about,658,658_M_his,m,Match,poss,Gregory has boasted about,his,1.5272362232208252
simple,has boasted about,658,658_F_him,f,Mismatch,obj,Rachel has boasted about,him,8.384689331054688
simple,has boasted about,658,658_F_his,f,Mismatch,poss,Rachel has boasted about,his,4.787554740905762
simple,talked to,659,659_M_him,m,Match,obj,Eric talked to,him,4.413113117218018
simple,talked to,659,659_M_his,m,Match,poss,Eric talked to,his,5.4121317863464355
simple,talked to,659,659_F_him,f,Mismatch,obj,Victoria talked to,him,3.9800000190734863
simple,talked to,659,659_F_his,f,Mismatch,poss,Victoria talked to,his,6.728075981140137
simple,annoys,660,660_M_him,m,Match,obj,Kevin annoys,him,5.3276472091674805
simple,annoys,660,660_M_his,m,Match,poss,Kevin annoys,his,5.919313907623291
simple,annoys,660,660_F_him,f,Mismatch,obj,Paula annoys,him,5.58559513092041
simple,annoys,660,660_F_his,f,Mismatch,poss,Paula annoys,his,6.77879524230957
simple,works with,661,661_M_him,m,Match,obj,Carl works with,him,6.556670665740967
simple,works with,661,661_M_his,m,Match,poss,Carl works with,his,5.199658393859863
simple,works with,661,661_F_him,f,Mismatch,obj,Kendra works with,him,7.771838188171387
simple,works with,661,661_F_his,f,Mismatch,poss,Kendra works with,his,5.582335472106934
simple,had sounded like,662,662_M_him,m,Match,obj,Richard had sounded like,him,7.691758632659912
simple,had sounded like,662,662_M_his,m,Match,poss,Richard had sounded like,his,6.028280258178711
simple,had sounded like,662,662_F_him,f,Mismatch,obj,Vanessa had sounded like,him,10.319245338439941
simple,had sounded like,662,662_F_his,f,Mismatch,poss,Vanessa had sounded like,his,9.003595352172852
simple,hadn't cared for,663,663_M_him,m,Match,obj,Adam hadn't cared for,him,4.752199649810791
simple,hadn't cared for,663,663_M_his,m,Match,poss,Adam hadn't cared for,his,4.265957832336426
simple,hadn't cared for,663,663_F_him,f,Mismatch,obj,Mary hadn't cared for,him,4.114863872528076
simple,hadn't cared for,663,663_F_his,f,Mismatch,poss,Mary hadn't cared for,his,5.715105056762695
simple,hides,664,664_M_him,m,Match,obj,Marcus hides,him,9.564017295837402
simple,hides,664,664_M_his,m,Match,poss,Marcus hides,his,3.3045663833618164
simple,hides,664,664_F_him,f,Mismatch,obj,Kendra hides,him,9.314486503601074
simple,hides,664,664_F_his,f,Mismatch,poss,Kendra hides,his,3.081418514251709
simple,listens to,665,665_M_him,m,Match,obj,Bill listens to,him,6.071338176727295
simple,listens to,665,665_M_his,m,Match,poss,Bill listens to,his,3.973994731903076
simple,listens to,665,665_F_him,f,Mismatch,obj,This dancer listens to,him,5.398624897003174
simple,listens to,665,665_F_his,f,Mismatch,poss,This dancer listens to,his,5.407382011413574
simple,had shaken,666,666_M_him,m,Match,obj,Theodore had shaken,him,4.889922618865967
simple,had shaken,666,666_M_his,m,Match,poss,Theodore had shaken,his,2.74653959274292
simple,had shaken,666,666_F_him,f,Mismatch,obj,That wife had shaken,him,3.4072866439819336
simple,had shaken,666,666_F_his,f,Mismatch,poss,That wife had shaken,his,3.643648386001587
simple,wasn't impressing,667,667_M_him,m,Match,obj,Theodore wasn't impressing,him,5.635420799255371
simple,wasn't impressing,667,667_M_his,m,Match,poss,Theodore wasn't impressing,his,6.002907752990723
simple,wasn't impressing,667,667_F_him,f,Mismatch,obj,Anna wasn't impressing,him,3.372352361679077
simple,wasn't impressing,667,667_F_his,f,Mismatch,poss,Anna wasn't impressing,his,6.93253231048584
simple,has attacked,668,668_M_him,m,Match,obj,Phillip has attacked,him,5.282225608825684
simple,has attacked,668,668_M_his,m,Match,poss,Phillip has attacked,his,5.38594913482666
simple,has attacked,668,668_F_him,f,Mismatch,obj,Jacqueline has attacked,him,4.402291297912598
simple,has attacked,668,668_F_his,f,Mismatch,poss,Jacqueline has attacked,his,6.8733320236206055
simple,has embarrassed,669,669_M_him,m,Match,obj,Jerry has embarrassed,him,5.047614574432373
simple,has embarrassed,669,669_M_his,m,Match,poss,Jerry has embarrassed,his,4.417292594909668
simple,has embarrassed,669,669_F_him,f,Mismatch,obj,Catherine has embarrassed,him,4.251279830932617
simple,has embarrassed,669,669_F_his,f,Mismatch,poss,Catherine has embarrassed,his,7.343138217926025
simple,talks about,670,670_M_him,m,Match,obj,Gary talks about,him,9.370388984680176
simple,talks about,670,670_M_his,m,Match,poss,Gary talks about,his,2.790046215057373
simple,talks about,670,670_F_him,f,Mismatch,obj,Nancy talks about,him,9.156218528747559
simple,talks about,670,670_F_his,f,Mismatch,poss,Nancy talks about,his,6.208142280578613
simple,has liked,671,671_M_him,m,Match,obj,James has liked,him,6.794204235076904
simple,has liked,671,671_M_his,m,Match,poss,James has liked,his,6.480610370635986
simple,has liked,671,671_F_him,f,Mismatch,obj,Nina has liked,him,5.107059001922607
simple,has liked,671,671_F_his,f,Mismatch,poss,Nina has liked,his,6.9680585861206055
simple,could visit,672,672_M_him,m,Match,obj,Kenneth could visit,him,4.605092525482178
simple,could visit,672,672_M_his,m,Match,poss,Kenneth could visit,his,3.6620259284973145
simple,could visit,672,672_F_him,f,Mismatch,obj,Martha could visit,him,4.179111480712891
simple,could visit,672,672_F_his,f,Mismatch,poss,Martha could visit,his,6.051612854003906
simple,isn't thinking about,673,673_M_him,m,Match,obj,This boy isn't thinking about,him,8.12365436553955
simple,isn't thinking about,673,673_M_his,m,Match,poss,This boy isn't thinking about,his,3.600584030151367
simple,isn't thinking about,673,673_F_him,f,Mismatch,obj,Anna isn't thinking about,him,6.354911804199219
simple,isn't thinking about,673,673_F_his,f,Mismatch,poss,Anna isn't thinking about,his,6.812712669372559
simple,does question,674,674_M_him,m,Match,obj,Rodney does question,him,8.317131996154785
simple,does question,674,674_M_his,m,Match,poss,Rodney does question,his,5.321864128112793
simple,does question,674,674_F_him,f,Mismatch,obj,Helen does question,him,6.716416358947754
simple,does question,674,674_F_his,f,Mismatch,poss,Helen does question,his,5.59136438369751
